node_id;latitude;longitude
90428;-12.0482792;-77.0344252
3587;-12.0492435;-77.0350966
20110;-12.0506287;-77.0361065
89755;-12.0507422;-77.036081
10289;-12.0512977;-77.0364385
825;-12.0529406;-77.037603
826;-12.0439464;-77.0326879
61077;-12.0467463;-77.034752
90429;-12.0476651;-77.0354291
3586;-12.0485853;-77.0361077
20111;-12.0499694;-77.0371281
89754;-12.0500409;-77.0371796
829;-12.0510999;-77.0379599
830;-12.051007;-77.0386822
34875;-12.0504259;-77.0384263
89753;-12.0495026;-77.0380206
20112;-12.0494197;-77.0379783
3585;-12.0479572;-77.0371306
90430;-12.0470315;-77.0364448
61078;-12.0461128;-77.0357643
50678;-12.0433361;-77.0336803
832;-12.0426582;-77.0331684
4287;-12.117121;-77.0389686
848;-12.1171126;-77.0400606
900;-12.1170874;-77.0410906
837;-12.1164905;-77.0373094
899;-12.1162063;-77.041082
40724;-12.1161999;-77.0401971
849;-12.1162063;-77.0400263
4288;-12.1162145;-77.038959
852;-12.1162126;-77.037308
841;-12.1154594;-77.0395714
844;-12.1154929;-77.0393568
4289;-12.1154843;-77.0389512
40723;-12.1153781;-77.0394917
62471;-12.1164861;-77.037399
62472;-12.11641;-77.037309
62470;-12.1189746;-77.0335406
4277;-12.1189745;-77.0347686
4279;-12.1189525;-77.0368943
4286;-12.1189445;-77.0390106
864;-12.1219804;-77.031986
874;-12.1214793;-77.0325001
867;-12.1213224;-77.0326734
870;-12.1207663;-77.0332948
4302;-12.1201484;-77.0358461
13324;-12.120144;-77.036899
4284;-12.1201458;-77.0370936
882;-12.1201287;-77.0381216
893;-12.1201002;-77.0407732
885;-12.1200953;-77.0411719
62665;-12.1200943;-77.041254
887;-12.1200812;-77.0423199
861;-12.1200708;-77.043161
872;-12.1227985;-77.0327643
868;-12.120683;-77.0320035
869;-12.1207242;-77.0327041
876;-12.122322;-77.0333267
873;-12.1233282;-77.032095
880;-12.1239886;-77.0379809
883;-12.1214303;-77.0425286
884;-12.1205487;-77.0416282
903;-12.1199722;-77.0410627
890;-12.1189083;-77.0416484
892;-12.122118;-77.0416756
896;-12.1219241;-77.0407598
902;-12.1189065;-77.0411067
910;-12.1181676;-77.043508
915;-12.117469;-77.0442226
918;-12.116738;-77.0449422
923;-12.1160193;-77.0456287
926;-12.1152932;-77.0463452
15704;-12.1145911;-77.0470409
933;-12.113871;-77.0477639
906;-12.113243;-77.0483778
907;-12.1095418;-77.0505966
956;-12.1102563;-77.0499
950;-12.1109584;-77.0491953
947;-12.1116997;-77.0484951
944;-12.1124634;-77.0477371
930;-12.113172;-77.0470001
15703;-12.1138752;-77.0463126
927;-12.1145956;-77.0455961
922;-12.1152972;-77.0448928
919;-12.1160495;-77.0441978
914;-12.1167349;-77.0435076
911;-12.1174631;-77.0427888
908;-12.1102888;-77.0473255
946;-12.1104222;-77.0472023
973;-12.1108774;-77.0467522
945;-12.1111628;-77.0464615
31917;-12.11192;-77.045738
932;-12.1119365;-77.0457115
10663;-12.1126523;-77.0449935
931;-12.1132271;-77.0444669
928;-12.1133698;-77.0443226
975;-12.1137558;-77.0439433
921;-12.1140873;-77.0436245
920;-12.11483;-77.0429048
913;-12.115509;-77.0422273
62667;-12.118523;-77.043935
1048;-12.1182321;-77.0435633
912;-12.1168742;-77.0421223
15709;-12.1161424;-77.0428784
1047;-12.1175048;-77.044272
985;-12.1181947;-77.0450466
981;-12.117129;-77.0453424
1046;-12.1167895;-77.0450001
15710;-12.1154235;-77.0435597
15711;-12.1146906;-77.0442467
1045;-12.1160675;-77.0456846
935;-12.1166404;-77.0462893
983;-12.1167937;-77.046441
936;-12.1159251;-77.0470121
1044;-12.1153425;-77.0464086
15712;-12.1139801;-77.0449647
929;-12.1131495;-77.0483363
15714;-12.1131987;-77.0457211
15702;-12.113201;-77.0456134
15715;-12.1125553;-77.046377
1043;-12.1139318;-77.0478084
937;-12.1145093;-77.0484495
15706;-12.1152473;-77.0476966
939;-12.1132733;-77.0484549
943;-12.1130387;-77.0483861
952;-12.1129715;-77.0485134
960;-12.1129841;-77.0486187
940;-12.1130455;-77.048673
941;-12.1131214;-77.0486798
15716;-12.1118232;-77.0470898
15717;-12.1110423;-77.0478479
961;-12.1123631;-77.0492214
948;-12.1124205;-77.0492773
949;-12.1097261;-77.0479047
953;-12.11028;-77.0484787
15719;-12.1103481;-77.0485492
962;-12.1116518;-77.0499229
951;-12.1117166;-77.0499705
15718;-12.1104153;-77.0484813
954;-12.1091837;-77.0484428
955;-12.1090252;-77.0486001
15720;-12.1096315;-77.0492553
963;-12.1109529;-77.0506296
1042;-12.1109899;-77.0506896
958;-12.1082844;-77.0493163
15721;-12.1089167;-77.0499671
964;-12.1102488;-77.0513408
959;-12.110295;-77.0513832
24550;-12.1097433;-77.0518562
40696;-12.1090345;-77.0525827
25828;-12.1087956;-77.0528258
1062;-12.1077875;-77.0537657
1069;-12.1076967;-77.0538482
1079;-12.1071177;-77.0543804
1105;-12.1063624;-77.0550927
1082;-12.1062365;-77.0552043
1088;-12.1061442;-77.0552902
1091;-12.1056742;-77.0557021
1093;-12.1053721;-77.0559768
1119;-12.1049189;-77.0564403
1100;-12.1046168;-77.0566806
1103;-12.1037776;-77.0574788
1156;-12.1029468;-77.0582256
1153;-12.1027789;-77.0583801
1658;-12.1019724;-77.0591236
1666;-12.1012935;-77.0600194
1655;-12.1009666;-77.0607412
62205;-12.1009317;-77.0608316
1682;-12.1006053;-77.061736
1688;-12.1003283;-77.0624828
1690;-12.1000785;-77.0632046
1742;-12.0982962;-77.0683476
1747;-12.0982321;-77.0685377
1753;-12.0979408;-77.0693821
966;-12.0973062;-77.0713716
967;-12.1139122;-77.041948
993;-12.1143845;-77.0414129
969;-12.1130249;-77.0410121
62479;-12.1104912;-77.038338
972;-12.1096857;-77.03752
974;-12.1104962;-77.0461171
40501;-12.112939;-77.043068
24293;-12.112818;-77.042938
976;-12.1119683;-77.0420722
992;-12.113504;-77.0404929
10662;-12.1108857;-77.0431365
977;-12.1105333;-77.0436258
979;-12.1104074;-77.0443725
978;-12.1096269;-77.0433683
49183;-12.1094339;-77.0441665
49174;-12.1087877;-77.0440549
1037;-12.1081835;-77.043909
49182;-12.1069498;-77.0435829
49176;-12.106481;-77.04349
1005;-12.105456;-77.0432567
980;-12.1047426;-77.0430928
986;-12.1202291;-77.043407
988;-12.1194955;-77.0437724
62668;-12.1189529;-77.0436958
990;-12.1189919;-77.0439379
996;-12.1071848;-77.0395145
997;-12.1074521;-77.0396185
1000;-12.1073078;-77.0397526
998;-12.1060642;-77.040261
62475;-12.1059011;-77.0402334
1003;-12.1053851;-77.0401458
1001;-12.107464;-77.0397551
1002;-12.1029887;-77.0467672
1022;-12.1041301;-77.0458404
1030;-12.104228;-77.0453719
1019;-12.1042988;-77.0450458
1017;-12.1044519;-77.0443687
1027;-12.1045832;-77.0438146
1014;-12.1046344;-77.0435447
1011;-12.1048349;-77.0426502
1008;-12.1050213;-77.0418051
1004;-12.1061015;-77.0403759
62476;-12.1060682;-77.0405184
1007;-12.105733;-77.0419864
1006;-12.1063456;-77.0421323
1010;-12.1029421;-77.0413169
1013;-12.1027508;-77.0422003
1016;-12.1025417;-77.043084
1021;-12.1021946;-77.0445497
1024;-12.1020283;-77.0452905
1026;-12.1031794;-77.0402548
49177;-12.1063456;-77.0442266
1036;-12.1080408;-77.0446386
1028;-12.1092661;-77.0448875
1029;-12.1097957;-77.046768
49184;-12.1089052;-77.0465183
1035;-12.1077051;-77.0462264
49178;-12.1059642;-77.0458214
1031;-12.1058536;-77.0463567
1033;-12.1066875;-77.0468514
1032;-12.106528;-77.0476349
49185;-12.1087321;-77.0473133
1034;-12.1075205;-77.0470504
1038;-12.1093673;-77.0482322
49186;-12.1085549;-77.0480609
49179;-12.10569;-77.047468
1073;-12.1029396;-77.047929
1754;-12.0980336;-77.0694176
1748;-12.098329;-77.068573
1741;-12.098396;-77.0683813
1689;-12.1001526;-77.063257
4082;-12.1004729;-77.0623826
1652;-12.1005792;-77.062162
1646;-12.1010324;-77.0608745
1656;-12.1010744;-77.0607801
1634;-12.1011172;-77.0606717
1642;-12.1016963;-77.059616
1640;-12.1023677;-77.0589208
1154;-12.1029048;-77.0584401
1155;-12.1030726;-77.0582942
1104;-12.1038783;-77.0575389
39481;-12.104162;-77.057259
1118;-12.1049693;-77.0565261
1092;-12.1055316;-77.0560111
1115;-12.1057833;-77.055788
1106;-12.1064631;-77.05517
1080;-12.10721;-77.0544833
1070;-12.1077723;-77.0539426
1061;-12.107873;-77.0538482
3411;-12.1085105;-77.053263
25827;-12.1089226;-77.0528636
69274;-12.1090576;-77.0527377
40697;-12.1091137;-77.0526757
24549;-12.1098337;-77.051933
15705;-12.1146419;-77.0471011
3720;-12.0971213;-77.071865
91677;-12.0970889;-77.0719445
91676;-12.0970733;-77.0719784
1050;-12.0970435;-77.0720529
1051;-12.1076811;-77.0502679
39448;-12.1066645;-77.0497197
1054;-12.1055064;-77.0493249
39716;-12.104184;-77.049012
1052;-12.102957;-77.0488958
1053;-12.1038783;-77.0541658
1078;-12.1043734;-77.0526981
1077;-12.1044406;-77.0525007
1068;-12.1046588;-77.0518312
1063;-12.1047007;-77.051711
1057;-12.1049861;-77.0508527
1055;-12.105703;-77.048767
1056;-12.1067904;-77.0516252
1059;-12.103979;-77.0504407
1058;-12.1029811;-77.0498944
1064;-12.103979;-77.0515479
1060;-12.103979;-77.0516681
49187;-12.1063036;-77.0523977
1072;-12.1030139;-77.0514278
43939;-12.100471;-77.0511016
1066;-12.0989695;-77.051145
43940;-12.1004458;-77.0512046
1140;-12.1016124;-77.0513763
1071;-12.1029971;-77.0515565
49188;-12.1062533;-77.0524835
1152;-12.1012683;-77.0575818
1157;-12.1013606;-77.057393
1101;-12.1018138;-77.0564832
1096;-12.1023257;-77.0553846
1081;-12.1025859;-77.0540027
1074;-12.1028712;-77.0523376
62618;-12.1029416;-77.0480222
1075;-12.1033999;-77.0523891
1076;-12.106824;-77.054037
49189;-12.1058421;-77.0530929
1143;-12.100899;-77.0551185
49190;-12.1057498;-77.0532302
1083;-12.1034503;-77.0541229
1085;-12.1044574;-77.0542774
49191;-12.1049357;-77.0544061
1095;-12.1031566;-77.0555648
1102;-12.1025691;-77.0568179
1084;-12.1020907;-77.0577792
1087;-12.1043734;-77.0549211
1094;-12.1041972;-77.0557622
1099;-12.103786;-77.0563802
1086;-12.1031901;-77.0571784
1089;-12.1051203;-77.0550842
1090;-12.1049609;-77.0558738
43944;-12.0997325;-77.0548782
1130;-12.0985272;-77.0546715
1098;-12.0979826;-77.0545738
1108;-12.1070338;-77.0553846
1107;-12.1077135;-77.0558223
28265;-12.106861;-77.055961
1111;-12.106782;-77.0562515
1120;-12.1067149;-77.056466
36594;-12.1066784;-77.056571
1113;-12.1066226;-77.0567235
1123;-12.1065722;-77.0569381
1125;-12.1063288;-77.0574016
1116;-12.1060099;-77.0577106
1126;-12.1054393;-77.0583286
1109;-12.1050953;-77.0587171
1110;-12.1076212;-77.0562343
36593;-12.1064682;-77.0564913
1114;-12.1064547;-77.0565004
1117;-12.10554;-77.0571613
39482;-12.1046672;-77.0578479
1112;-12.1042811;-77.0585603
1122;-12.1073778;-77.0571956
1124;-12.1068995;-77.0577792
1121;-12.1061274;-77.0586204
1128;-12.1056826;-77.0585946
1129;-12.1056742;-77.0589809
1127;-12.1053385;-77.0591525
1134;-12.0990523;-77.0522555
1146;-12.0990307;-77.052956
1137;-12.0988902;-77.0536643
1131;-12.0984568;-77.0548095
1160;-12.0979529;-77.0556686
1149;-12.0978778;-77.0558223
1660;-12.0974237;-77.0567289
1710;-12.0966348;-77.0583511
1707;-12.0963662;-77.0588403
1132;-12.0963579;-77.0590292
62210;-12.0966344;-77.0586056
1670;-12.0967355;-77.0584283
1659;-12.0975412;-77.0567632
1150;-12.0979869;-77.0558824
1159;-12.0980708;-77.0557193
1133;-12.0950938;-77.0527989
1170;-12.0957964;-77.0527152
1167;-12.0964343;-77.0526122
51837;-12.0976596;-77.0524492
37763;-12.0983418;-77.052361
43941;-12.1002276;-77.0523547
1141;-12.1014026;-77.0525007
1136;-12.0965601;-77.0533847
51838;-12.0977687;-77.0535306
37762;-12.0983729;-77.0535907
43943;-12.0999759;-77.0537452
1142;-12.1011256;-77.0538654
1144;-12.1005382;-77.0558566
43945;-12.0995562;-77.0553588
1147;-12.1012431;-77.0531959
1145;-12.1001018;-77.0567579
43942;-12.1001353;-77.0530586
1148;-12.0652363;-77.0391376
2002;-12.0708032;-77.0407416
93468;-12.0709473;-77.0408089
2026;-12.0720796;-77.0413344
2012;-12.0727595;-77.041624
51762;-12.0738196;-77.0420388
2045;-12.0750641;-77.0422005
1524;-12.0751934;-77.042221
1940;-12.07652;-77.0423169
1992;-12.0775817;-77.042345
1989;-12.0790313;-77.0423748
93423;-12.0795727;-77.042389
1608;-12.0796949;-77.0424008
1938;-12.0799644;-77.0424412
65407;-12.0805772;-77.0426739
1878;-12.0823587;-77.0457081
1917;-12.0825245;-77.0459475
37582;-12.0839603;-77.0475858
94323;-12.0850206;-77.0487656
1891;-12.0851571;-77.0489446
1889;-12.0867626;-77.0501994
1888;-12.0868889;-77.050271
1448;-12.0879462;-77.0507914
36488;-12.0898682;-77.0517707
41711;-12.0910033;-77.0523459
62241;-12.0928937;-77.0533038
10555;-12.0930397;-77.0533806
47213;-12.0942765;-77.0540424
62270;-12.0950411;-77.054449
1388;-12.0952341;-77.0545348
1713;-12.095997;-77.0549264
62242;-12.0969789;-77.0554071
62232;-12.0990233;-77.0564292
62229;-12.0999812;-77.0569345
1635;-12.1039538;-77.0594014
1633;-12.1043483;-77.0598306
1668;-12.1050029;-77.0598306
43946;-12.0991366;-77.0562515
51839;-12.0970721;-77.0552215
1168;-12.0961405;-77.054758
1389;-12.0952746;-77.0542863
62269;-12.0951117;-77.0542104
10556;-12.093174;-77.0531918
62240;-12.0930146;-77.053106
1401;-12.091613;-77.0523678
36487;-12.0899678;-77.0515286
1411;-12.0894358;-77.0512697
1449;-12.0880953;-77.0506103
51819;-12.0879986;-77.0505503
1416;-12.086292;-77.0496298
62343;-12.0854218;-77.0489236
93471;-12.0852612;-77.0487552
94322;-12.0851627;-77.0486346
51816;-12.0842186;-77.0475662
37581;-12.0841026;-77.047437
65471;-12.0833125;-77.0465142
1587;-12.0827022;-77.0458227
1877;-12.0825689;-77.0456056
65406;-12.0805323;-77.0424042
65325;-12.0803252;-77.0423197
1609;-12.0796892;-77.0421816
93422;-12.0795654;-77.0421652
62345;-12.076562;-77.0420821
62348;-12.0764944;-77.0420852
1163;-12.0970805;-77.048046
1184;-12.0962916;-77.0481405
1525;-12.075194;-77.0419957
2044;-12.07505;-77.0419773
2050;-12.0742633;-77.0418616
51763;-12.0738257;-77.0417981
2025;-12.0721397;-77.0410999
2003;-12.0708436;-77.0405083
62371;-12.0649262;-77.0389306
1161;-12.0647524;-77.0390141
51836;-12.0975589;-77.0513677
1166;-12.0962748;-77.0515565
1169;-12.0956286;-77.0516853
1162;-12.0949398;-77.0517587
1174;-12.0972315;-77.0491447
1171;-12.097391;-77.0500974
1164;-12.0974078;-77.0503034
1165;-12.0961321;-77.050503
62339;-12.0965098;-77.0538225
1172;-12.0947458;-77.0504768
1179;-12.0961237;-77.0492477
1175;-12.0946093;-77.0495051
1180;-12.0974246;-77.0479774
1178;-12.0959811;-77.048192
1177;-12.0944545;-77.0484031
1183;-12.0982974;-77.0485353
29676;-12.096147;-77.04701
1193;-12.0959979;-77.0458917
1199;-12.0958384;-77.0447501
1205;-12.0956705;-77.0436172
1209;-12.0955195;-77.0425186
1221;-12.0953927;-77.0416249
1223;-12.0952929;-77.0408277
1188;-12.0952177;-77.0400988
1218;-12.0951845;-77.0400572
1227;-12.0950663;-77.0392141
62302;-12.0949404;-77.0383472
1240;-12.0946915;-77.0366411
1185;-12.0945124;-77.0353774
1186;-12.0946042;-77.0350617
1187;-12.0964109;-77.0357862
82423;-12.0961279;-77.0367844
1239;-12.0961037;-77.0368699
1238;-12.0957506;-77.0381154
62303;-12.0957285;-77.0381936
1231;-12.0957143;-77.0382434
1226;-12.095414;-77.0393028
1217;-12.0952241;-77.0399728
29677;-12.0972788;-77.0468146
1192;-12.0971224;-77.0457029
1198;-12.0969546;-77.0445613
1204;-12.0968035;-77.0434541
1208;-12.0966609;-77.0423297
1220;-12.0965257;-77.0414519
1189;-12.0963778;-77.0406977
1194;-12.0941372;-77.0461439
25700;-12.095201;-77.0448526
24444;-12.0947047;-77.0449098
1200;-12.0939771;-77.0450038
25699;-12.095039;-77.043698
36878;-12.094781;-77.043735
24443;-12.094563;-77.043764
1206;-12.0938182;-77.0438727
36877;-12.0946303;-77.0426397
1210;-12.0936635;-77.0427711
1219;-12.0976092;-77.0412912
62308;-12.0963923;-77.0405444
1222;-12.0935444;-77.0419231
1224;-12.0934325;-77.0411266
62309;-12.0969798;-77.0397806
1228;-12.0932025;-77.0394889
1229;-12.0892183;-77.0392159
28899;-12.0898309;-77.0391145
1230;-12.0913891;-77.03886
62310;-12.0975337;-77.0387935
62311;-12.097584;-77.0387077
34777;-12.0969585;-77.0383586
1242;-12.0935249;-77.0368213
1241;-12.0928399;-77.0369079
1244;-12.0939707;-77.0351234
1265;-12.0941544;-77.0344781
1253;-12.0942908;-77.0339015
1256;-12.0943662;-77.0336373
1245;-12.0926125;-77.0352886
1246;-12.0979784;-77.0365527
1248;-12.0981787;-77.0350266
45412;-12.097889;-77.0345983
1252;-12.0963991;-77.0353863
1257;-12.0957562;-77.034933
1263;-12.0955942;-77.0348236
1260;-12.0951133;-77.0344784
1255;-12.0941762;-77.033608
1254;-12.0934601;-77.0335486
1261;-12.0955093;-77.0337285
1258;-12.0962693;-77.0338516
1264;-12.0954289;-77.035333
1267;-12.0936754;-77.0343301
1266;-12.0934284;-77.0332289
1275;-12.1016776;-77.0281532
1278;-12.1022509;-77.028379
1280;-12.1002428;-77.0289689
1274;-12.1016482;-77.0287653
1277;-12.1023231;-77.0290049
1279;-12.100205;-77.0286962
1298;-12.1003179;-77.0295087
1291;-12.1004608;-77.030468
62427;-12.1005288;-77.0309349
1289;-12.098621;-77.0307756
62429;-12.098692;-77.0312537
1300;-12.098279;-77.0284898
1379;-12.0981845;-77.027413
1287;-12.0986795;-77.0262496
1288;-12.0946175;-77.0311084
62465;-12.095293;-77.031273
1305;-12.096052;-77.0311641
94573;-12.0968503;-77.0310436
1294;-12.097846;-77.0309052
62430;-12.0979068;-77.031385
1303;-12.0977041;-77.0299112
1297;-12.0975234;-77.0285987
94569;-12.0965268;-77.0287421
1309;-12.0957322;-77.0288562
1312;-12.0950939;-77.0289477
1349;-12.0943311;-77.0290572
1326;-12.0935671;-77.0291669
1329;-12.0927972;-77.0292777
1301;-12.0917843;-77.0294236
1302;-12.0945252;-77.0303698
62463;-12.0951836;-77.0302749
1314;-12.0952279;-77.0302684
1307;-12.0959157;-77.0301692
94571;-12.0966944;-77.0300568
1316;-12.0958329;-77.0319976
62431;-12.0961094;-77.0316328
1310;-12.0953965;-77.0264615
1311;-12.0949181;-77.027852
1315;-12.0954607;-77.0317106
1318;-12.0952238;-77.0317415
1320;-12.0947655;-77.0324052
1321;-12.0942874;-77.0318951
1322;-12.0948593;-77.021492
37703;-12.0948845;-77.0216035
9823;-12.0948431;-77.0224283
9821;-12.0948129;-77.0230288
1323;-12.0947754;-77.023775
1327;-12.0937431;-77.03059
1330;-12.0929083;-77.0303727
66199;-12.0918774;-77.0300951
89050;-12.0917273;-77.0301034
1481;-12.090762;-77.0298148
1477;-12.0900566;-77.0296077
1488;-12.0891553;-77.0293301
1491;-12.0883257;-77.0291078
1632;-12.0875238;-77.0288819
1500;-12.0870137;-77.0287387
1494;-12.0867256;-77.0286558
1499;-12.0859255;-77.0284726
1544;-12.0837023;-77.0280293
51779;-12.0826587;-77.0281751
1552;-12.0825891;-77.0281878
51773;-12.080457;-77.0284783
1560;-12.0798366;-77.0285769
65677;-12.0787568;-77.0287131
62326;-12.0780979;-77.0287076
1325;-12.0770523;-77.0290678
1328;-12.092115;-77.0242966
1383;-12.0922905;-77.0257526
1357;-12.0924654;-77.0268641
62304;-12.09262;-77.0279891
1331;-12.0940788;-77.0309076
1335;-12.0940704;-77.0314054
1332;-12.0940976;-77.03192
1333;-12.0931861;-77.0306878
1336;-12.0933108;-77.0314998
62432;-12.0933939;-77.0320227
1334;-12.0934706;-77.032595
1342;-12.092762;-77.0313786
1339;-12.0922282;-77.0312791
1337;-12.0920406;-77.0312509
1338;-12.0921813;-77.0304089
1340;-12.0923712;-77.0321733
1341;-12.092664;-77.0305405
1345;-12.0933782;-77.0328737
1344;-12.0933924;-77.0330451
1346;-12.0924591;-77.0321569
1347;-12.0947231;-77.0318253
1352;-12.0941544;-77.0278005
1358;-12.0939949;-77.0266332
1372;-12.0939697;-77.0254745
1364;-12.0941544;-77.0250883
1350;-12.0945349;-77.0243186
1351;-12.0947366;-77.0277183
1353;-12.0976289;-77.018239
3638;-12.0976121;-77.018402
3690;-12.0973269;-77.0205684
62282;-12.09731;-77.0207195
9819;-12.0971841;-77.0215606
37702;-12.0971589;-77.0217838
9822;-12.0970414;-77.0225391
9824;-12.0969541;-77.0232251
9820;-12.0968568;-77.0238866
1354;-12.0967561;-77.0246248
2392;-12.0967525;-77.0246616
1355;-12.0966721;-77.02532
1356;-12.0865871;-77.0277296
1631;-12.0873689;-77.0276085
82410;-12.0881243;-77.0274971
1487;-12.0888824;-77.0273883
1476;-12.089733;-77.0272763
1480;-12.0904142;-77.0271985
89049;-12.0913111;-77.0270604
66200;-12.0914504;-77.0270057
1361;-12.0932144;-77.0267534
1370;-12.0950406;-77.0265107
1366;-12.0960259;-77.0263757
1359;-12.0963029;-77.0263586
1360;-12.0932564;-77.0246677
1373;-12.0930885;-77.0250711
1382;-12.0930382;-77.0256032
1362;-12.0933655;-77.0279035
1363;-12.0964036;-77.0261268
1367;-12.0961518;-77.0260066
1369;-12.0951427;-77.025523
1365;-12.0911468;-77.0244279
1368;-12.0962581;-77.0266724
1371;-12.0949654;-77.0259359
1377;-12.0965814;-77.0260779
1374;-12.0967998;-77.025384
1375;-12.0968919;-77.0247561
66306;-12.0970196;-77.0239075
35032;-12.0971082;-77.02327
32089;-12.097142;-77.02309
37701;-12.0972914;-77.0218247
26336;-12.0973313;-77.0215785
2451;-12.0973787;-77.0212113
62283;-12.0974542;-77.0206534
3689;-12.0974751;-77.0205076
28572;-12.0975406;-77.020062
3639;-12.0977731;-77.0184218
1376;-12.0977899;-77.0182587
1378;-12.0969171;-77.0254428
1381;-12.0966591;-77.0269145
1380;-12.0962709;-77.02696
94568;-12.0965814;-77.0263611
66201;-12.0912836;-77.0259025
89048;-12.0911537;-77.0259206
1479;-12.0902505;-77.026038
1475;-12.089582;-77.0261352
1486;-12.0887169;-77.0262533
82411;-12.0879621;-77.0263698
1384;-12.0864241;-77.0265789
1385;-12.0911323;-77.024993
1386;-12.0910038;-77.0240334
1387;-12.0900298;-77.0659214
1752;-12.0904411;-77.0654064
1790;-12.0908607;-77.0648742
1809;-12.0913391;-77.064282
1744;-12.0914979;-77.0640752
1779;-12.0918383;-77.0636832
1770;-12.0921857;-77.0632354
1694;-12.0929579;-77.0620233
1706;-12.0933057;-77.0607873
1692;-12.0934624;-77.0597587
51809;-12.093538;-77.0593982
1685;-12.0935539;-77.0592506
1708;-12.093809;-77.057869
1711;-12.0939853;-77.0571705
1719;-12.0943772;-77.0563083
1661;-12.0948061;-77.0554017
10557;-12.0947856;-77.0506853
1390;-12.0832156;-76.9703631
65384;-12.0833439;-76.9705836
1391;-12.0834285;-76.9708055
1392;-12.0906107;-77.0336567
1466;-12.0907704;-77.0346983
1464;-12.0909112;-77.0355074
1461;-12.0910171;-77.0363433
1458;-12.091143;-77.0371243
1455;-12.0912689;-77.0379483
1447;-12.0915036;-77.0397281
11330;-12.0916146;-77.0405694
1443;-12.0917213;-77.0413786
1440;-12.091831;-77.0422103
1422;-12.0919393;-77.0430321
1424;-12.0920888;-77.0441653
1428;-12.0922418;-77.0452903
1403;-12.0923983;-77.0464158
29675;-12.092556;-77.0475294
1413;-12.092746;-77.0486342
1405;-12.0929055;-77.0497929
1393;-12.0930733;-77.0509173
1394;-12.0946092;-77.0505997
62219;-12.0924858;-77.0509946
1399;-12.0920326;-77.0510546
1395;-12.0913193;-77.0511662
1396;-12.093409;-77.0524623
1400;-12.0920242;-77.0515782
1410;-12.0898452;-77.0504167
1407;-12.0895794;-77.0502736
1397;-12.0885066;-77.0497434
1398;-12.0913789;-77.0465656
51823;-12.0915239;-77.0476736
1414;-12.0916772;-77.048816
1406;-12.0918816;-77.0499388
1402;-12.0939965;-77.0461795
1419;-12.0916642;-77.0465219
1404;-12.0944665;-77.0495783
1409;-12.0898841;-77.0502221
1408;-12.089386;-77.0468519
36141;-12.0894599;-77.0473985
51824;-12.0895301;-77.0479623
93474;-12.0895391;-77.0480189
1415;-12.0897079;-77.0490891
1412;-12.0942902;-77.048411
1417;-12.0904243;-77.0489774
1450;-12.0884666;-77.0492892
51818;-12.0883566;-77.0492942
62215;-12.0877423;-77.0493694
1418;-12.0908633;-77.0477758
1429;-12.0915116;-77.0453921
1425;-12.0913429;-77.0442732
1420;-12.0912033;-77.0431472
1421;-12.0935181;-77.0428406
1423;-12.093667;-77.0439313
28903;-12.0905549;-77.0443762
1426;-12.089644;-77.0445025
1427;-12.0938203;-77.0450293
28904;-12.0907083;-77.0455028
1435;-12.0897904;-77.0456323
1432;-12.0888703;-77.0457618
1430;-12.0879763;-77.0458711
1431;-12.0890487;-77.0468972
1433;-12.088662;-77.04437
1434;-12.0899429;-77.0467661
1436;-12.0896072;-77.044171
1437;-12.0891746;-77.0396039
1446;-12.0892545;-77.0401189
62841;-12.0893715;-77.0409061
1442;-12.0894888;-77.041733
9201;-12.089531;-77.0420329
1439;-12.0896013;-77.0425427
51832;-12.0897046;-77.0433631
1438;-12.0877726;-77.044491
28902;-12.0902986;-77.0424399
1441;-12.0933988;-77.0419605
28901;-12.0901861;-77.0416224
1444;-12.0886562;-77.0406874
1445;-12.0887859;-77.0407387
28900;-12.089965;-77.0400027
93473;-12.0882976;-77.0481996
1451;-12.0882898;-77.048149
1452;-12.0873341;-77.0290285
93480;-12.0874306;-77.0298345
82414;-12.0875016;-77.0303673
1514;-12.0875868;-77.0309305
82417;-12.0876673;-77.0314583
62387;-12.0877418;-77.0320069
62437;-12.0878586;-77.0328505
1453;-12.0880707;-77.0338714
1454;-12.080004;-77.0396241
1614;-12.0802954;-77.0395826
51788;-12.0813642;-77.0394413
65466;-12.0819848;-77.039347
51799;-12.0830505;-77.0391903
51781;-12.0841068;-77.0390488
1549;-12.0841795;-77.0390426
65315;-12.085248;-77.0388836
67442;-12.0862908;-77.0387295
1568;-12.0873094;-77.038598
1532;-12.0875583;-77.0385437
1567;-12.0883876;-77.038423
62256;-12.0890897;-77.0383257
51827;-12.0892041;-77.0383076
28898;-12.0897089;-77.0382482
1456;-12.0928074;-77.0377495
1457;-12.0890879;-77.037495
28897;-12.0895936;-77.0374216
1459;-12.092684;-77.0369197
1460;-12.0839465;-77.0374051
65317;-12.0850281;-77.0372495
67440;-12.0860613;-77.0370967
1531;-12.0873285;-77.0369159
62255;-12.0888542;-77.036697
51828;-12.0889643;-77.0366787
28896;-12.0894741;-77.0366056
1462;-12.0925785;-77.0361201
1463;-12.0924668;-77.0352909
1465;-12.0676417;-77.0381713
2080;-12.0684741;-77.0380358
93407;-12.0697402;-77.0378534
2069;-12.069793;-77.0378458
2077;-12.0703701;-77.0377514
2074;-12.0714689;-77.0375852
51767;-12.0725637;-77.037415
2062;-12.0735821;-77.0372592
