node_id;latitude;longitude
2692;-11.9660089;-77.0558965
47808;-11.9661531;-77.0559695
95818;-12.0088897;-77.0536495
90863;-12.0090244;-77.0536185
158;-11.9764482;-77.0595267
98;-11.976523;-77.0595696
162;-11.9768483;-77.0596886
102;-11.9769393;-77.0597167
46942;-11.9779814;-77.0598061
47996;-11.9798106;-77.0595648
16607;-11.9800249;-77.0595222
16609;-11.9810518;-77.0593103
2663;-11.9831409;-77.0588581
47789;-11.983245;-77.0588376
94;-11.9834484;-77.0587966
16007;-11.9853336;-77.0579514
91075;-11.9854275;-77.0579271
94284;-11.9877972;-77.0573469
12481;-11.9889137;-77.0571119
91051;-11.9890671;-77.0571098
86;-12.0033135;-77.0547491
15638;-12.0037669;-77.0546654
2979;-12.0073448;-77.0539591
90645;-12.0074694;-77.0539372
40776;-12.0084353;-77.0537469
15621;-12.0109802;-77.0531484
90864;-12.0190028;-77.0513824
13433;-12.0214013;-77.0509284
13427;-12.0219302;-77.0508348
15336;-12.0224515;-77.050714
13450;-12.0228923;-77.0505132
90851;-12.0233656;-77.0501205
57691;-12.0234267;-77.0500533
90857;-12.024988;-77.0481859
90854;-12.0283525;-77.044529
51;-12.038738;-77.0323169
19760;-12.0384915;-77.0326532
19861;-12.0378369;-77.0334898
19869;-12.036808;-77.034834
19871;-12.0366727;-77.0350061
38587;-12.0365767;-77.0351367
25121;-12.0360931;-77.0357828
19856;-12.0350814;-77.0370749
19834;-12.035042;-77.0371226
44974;-12.0345735;-77.0376918
19862;-12.0343731;-77.0379313
19842;-12.0338399;-77.0386038
19850;-12.0337372;-77.0387228
19877;-12.0330543;-77.0395116
19883;-12.0323761;-77.0402706
19841;-12.0317124;-77.0410248
19954;-12.0310139;-77.0418068
19997;-12.0309577;-77.0418745
50269;-12.0305798;-77.0422208
50223;-12.0304808;-77.0422875
19967;-12.0298119;-77.0428578
90862;-12.0289541;-77.0439389
20002;-12.02992;-77.0429794
50270;-12.0307938;-77.0424056
19955;-12.0314096;-77.0421222
19840;-12.0324514;-77.0416913
52;-12.032718;-77.041591
53;-12.0304195;-77.0612299
17721;-12.0302589;-77.062268
17728;-12.0301582;-77.0632035
17736;-12.03005;-77.0640636
17709;-12.0298473;-77.0656356
402;-12.0298056;-77.0659587
17719;-12.0296885;-77.0666547
17714;-12.0295625;-77.0677919
90466;-12.0295647;-77.0692343
90463;-12.0294891;-77.0693583
94612;-12.0292567;-77.0697097
54;-12.0290008;-77.0700966
55;-11.9627579;-77.0684681
28516;-11.9629669;-77.0684473
42653;-11.9649251;-77.068089
110;-11.9663706;-77.0678219
12994;-11.9665255;-77.0677957
2515;-11.9712332;-77.0670629
2522;-11.9713943;-77.0670372
2612;-11.9737549;-77.0666716
2523;-11.9745195;-77.0665533
56;-11.976904;-77.0666597
57;-12.0429693;-77.0296433
50282;-12.0429959;-77.0222175
50336;-12.0422178;-77.0203588
10501;-12.0418481;-77.0195653
50235;-12.0407243;-77.017233
146;-12.0394151;-77.015287
58;-12.0379628;-77.0135305
59;-12.0314295;-77.0559994
57693;-12.031255;-77.056131
60;-12.0298497;-77.0572045
61;-12.0280312;-77.057047
13448;-12.0279689;-77.0576225
62;-12.0276466;-77.0580108
63;-12.0284264;-77.0584148
57699;-12.0293003;-77.0590508
17083;-12.0298034;-77.0599265
17077;-12.029901;-77.0604507
17124;-12.0297809;-77.0619571
17126;-12.0297575;-77.0622368
17131;-12.0296905;-77.0626693
17134;-12.029554;-77.0634954
17162;-12.0294778;-77.0639563
17161;-12.02946;-77.0640641
17178;-12.0293766;-77.0645685
17123;-12.0286105;-77.0658428
17104;-12.0283246;-77.0662075
17106;-12.0281152;-77.0666255
17101;-12.0278391;-77.0674079
28124;-12.0278181;-77.0678892
25318;-12.0281885;-77.0702236
17331;-12.0278312;-77.0708688
32557;-12.0273438;-77.0720253
17317;-12.0272422;-77.072293
39544;-12.0268621;-77.0732533
17336;-12.026605;-77.0739038
3002;-12.0260594;-77.0749252
64;-12.0259671;-77.0751226
65;-12.0367792;-77.0121487
56705;-12.035193;-77.0101954
56789;-12.03464;-77.0095001
56774;-12.0331268;-77.0071661
56781;-12.0326307;-77.0062632
56835;-12.0319019;-77.0049029
66;-12.030184;-77.0004973
67;-12.0365358;-77.0120371
68;-12.0378201;-77.0135305
69;-12.0431505;-77.0434254
32186;-12.043241;-77.0438637
77;-12.0432512;-77.0439489
74;-12.043268;-77.0441292
36271;-12.0433013;-77.0444827
20380;-12.0434261;-77.0458073
20428;-12.0435465;-77.0470857
35870;-12.043646;-77.048394
36275;-12.0437804;-77.0496906
20910;-12.0439411;-77.0509679
20401;-12.0442446;-77.0522917
26640;-12.0443726;-77.0535756
31023;-12.0444909;-77.0548623
70;-12.0445991;-77.056166
71;-12.043738;-77.0437172
75;-12.0434862;-77.0424641
20142;-12.0440993;-77.0414088
20126;-12.0447116;-77.0403548
20119;-12.0452749;-77.0393938
20099;-12.0458246;-77.038439
76;-12.0463518;-77.0375373
78;-12.0437567;-77.0439119
3466;-12.0464682;-77.0441484
3461;-12.0466015;-77.0454747
20427;-12.0467304;-77.0467654
20393;-12.0469891;-77.049347
45234;-12.0471205;-77.0506581
20400;-12.0472525;-77.0519756
20529;-12.0473733;-77.0532681
20384;-12.0475082;-77.0545268
12696;-12.0477634;-77.0570976
20485;-12.0480347;-77.0596797
20370;-12.0481495;-77.0609271
90806;-12.048291;-77.0623395
90807;-12.0483308;-77.0627364
20437;-12.0484268;-77.0636941
20218;-12.0485427;-77.0648507
64982;-12.0485514;-77.0649377
21393;-12.04897;-77.0691068
75760;-12.0492275;-77.0715545
21298;-12.049281;-77.0720634
21279;-12.0493761;-77.0722413
80;-12.0498607;-77.0771363
81;-12.0535254;-77.0975678
12488;-12.0531928;-77.0958075
12491;-12.0531733;-77.0957067
82;-12.0531546;-77.0956002
83;-12.011073;-77.0565646
13233;-12.0111564;-77.0566523
15579;-12.0120635;-77.0576392
15576;-12.012582;-77.0586254
15581;-12.012654;-77.0590902
25374;-12.0127881;-77.0600545
84;-12.0121047;-77.0604947
85;-12.0044002;-77.0615773
95797;-12.0043119;-77.0612641
15637;-12.0040881;-77.0596487
15884;-12.0040393;-77.0592987
15882;-12.003978;-77.0588586
92;-12.0037706;-77.0575788
28316;-12.003746;-77.057449
15641;-12.0035388;-77.0560981
95;-12.003319;-77.0547822
87;-12.0041793;-77.0622786
90649;-12.0050418;-77.0662722
95904;-12.0051927;-77.0672643
95810;-12.00531;-77.0680355
16633;-12.0057367;-77.0709194
16220;-12.0063261;-77.0749225
54691;-12.0062796;-77.0757869
28634;-12.0062385;-77.0764865
70307;-12.0062684;-77.0775989
29311;-12.0062706;-77.0776918
16706;-12.0063408;-77.0789443
25663;-12.00653;-77.0821823
181;-12.0065318;-77.0823286
8910;-12.0065433;-77.0825582
55041;-12.0077389;-77.0855344
55487;-12.0079634;-77.0857871
96449;-12.0096083;-77.0876278
54802;-12.0101787;-77.0884075
18396;-12.0111561;-77.0895992
54626;-12.011344;-77.0898968
55793;-12.0114019;-77.0899885
54633;-12.0115579;-77.0902446
88;-12.0116407;-77.0903805
89;-11.9894749;-77.0597823
15871;-11.9907883;-77.0595798
15863;-11.992499;-77.0593438
91036;-11.9951868;-77.0588663
15906;-11.9952935;-77.0588485
15902;-11.9972284;-77.0585481
15898;-12.0002441;-77.0581006
15888;-12.0019418;-77.0578553
15886;-12.0023937;-77.0578192
15873;-12.0037202;-77.058111
15876;-12.003794;-77.0585763
15878;-12.0038643;-77.0590202
15880;-12.0039372;-77.0594799
15892;-12.0040032;-77.0598961
15890;-12.0040711;-77.0603244
90;-12.004119;-77.0616716
91;-12.0009421;-77.0624177
15643;-12.0032361;-77.0575282
15634;-12.0027642;-77.0576059
15627;-12.0023155;-77.0576576
15900;-11.9989257;-77.0581262
15903;-11.9952315;-77.0587152
15856;-11.9931402;-77.0590507
93;-11.9894548;-77.0596476
16008;-11.9853978;-77.0583572
91074;-11.9854888;-77.0583393
26061;-11.9868434;-77.0580333
94285;-11.9880207;-77.0574822
50568;-11.9882565;-77.0573695
12482;-11.9889355;-77.0572138
91050;-11.9890826;-77.0571996
15857;-11.9928844;-77.0573845
15904;-11.9945364;-77.0566014
15899;-11.9985406;-77.0554939
15914;-11.9995389;-77.0553507
15896;-12.0004577;-77.0552326
15894;-12.00093;-77.055158
15870;-12.0014008;-77.0550869
15628;-12.0018842;-77.0550131
15629;-12.0023696;-77.0549442
15645;-12.0028279;-77.054866
96;-12.0037751;-77.0547122
97;-11.9765787;-77.0593663
161;-11.9765376;-77.0596737
2705;-11.9766191;-77.0602543
99;-11.977265;-77.065089
100;-11.9766689;-77.0656641
101;-11.9780878;-77.0653701
2706;-11.976736;-77.0602415
46941;-11.9767896;-77.060084
12989;-11.9784351;-77.0722402
111;-11.9784413;-77.0723846
184;-11.978029;-77.0767577
8906;-11.9778252;-77.0776667
47670;-11.9777607;-77.0779445
12972;-11.9765734;-77.0831133
90762;-11.9765491;-77.0832561
48113;-11.9743451;-77.0873022
59720;-11.9741953;-77.0876359
103;-11.9741501;-77.0878022
104;-12.0118785;-77.0902779
90638;-12.0116201;-77.0898598
18397;-12.0113027;-77.0894862
16785;-12.0110385;-77.0891752
96450;-12.0097868;-77.0876074
16841;-12.0096836;-77.0875068
16842;-12.0075815;-77.0850531
16831;-12.0073325;-77.0845954
16836;-12.0072321;-77.0843911
8911;-12.006696;-77.0825192
180;-12.0066775;-77.0822972
25662;-12.0066739;-77.0821547
16705;-12.0064998;-77.0789363
29310;-12.0064316;-77.0776793
70308;-12.0064247;-77.0775998
16715;-12.0063933;-77.076958
28633;-12.0063856;-77.0764766
54692;-12.0064267;-77.0758022
16677;-12.0064584;-77.0748232
16634;-12.0059135;-77.0710038
95811;-12.0054521;-77.0680172
90646;-12.0046977;-77.0627975
105;-12.0046527;-77.0621969
106;-12.0059743;-77.0976172
54917;-12.0048842;-77.0956674
55051;-12.0042073;-77.0948263
32301;-12.0041308;-77.0947569
55790;-12.0035651;-77.0935469
55230;-12.0031137;-77.0925029
54857;-12.0028565;-77.0920817
55414;-12.0028231;-77.0920522
55279;-12.0024262;-77.0917949
55285;-12.0021831;-77.0916603
55447;-12.0019275;-77.09153
81701;-12.0012366;-77.0911193
55537;-12.0003689;-77.0906676
55575;-11.9991412;-77.0900023
55530;-11.9987267;-77.0897223
55607;-11.9983275;-77.0893482
54862;-11.9980851;-77.0890216
54929;-11.9978265;-77.0886611
54997;-11.9975433;-77.088263
55120;-11.9972769;-77.0878884
107;-11.9970685;-77.0876088
55336;-11.9968748;-77.087349
54703;-11.9966924;-77.08678
55096;-11.9966122;-77.086439
55196;-11.996372;-77.0855465
12984;-11.9963405;-77.085399
95941;-11.9963028;-77.0851968
8909;-11.996232;-77.0847476
182;-11.9961987;-77.0844972
55677;-11.9961107;-77.08393
54776;-11.9960697;-77.0836193
95921;-11.9960597;-77.083535
54782;-11.9960439;-77.0834017
55328;-11.9956619;-77.080788
95886;-11.9952209;-77.0777693
54671;-11.9951701;-77.0774227
55255;-11.9950965;-77.0769419
16169;-11.9950007;-77.0762657
400;-12.0320813;-77.0663052
17707;-12.0322849;-77.0649282
16175;-11.9948183;-77.0750191
36314;-11.9945781;-77.0733303
16181;-11.9941151;-77.0720306
42579;-11.99314;-77.0714235
16101;-11.9920266;-77.0714601
16059;-11.9913724;-77.0715668
108;-11.9912519;-77.0715783
109;-11.9663497;-77.067724
47569;-11.9664292;-77.0682071
2531;-11.9670433;-77.0701972
47607;-11.9673412;-77.0706202
24546;-11.968162;-77.0715186
2543;-11.9687549;-77.0719355
2548;-11.9691785;-77.0721691
2554;-11.971524;-77.0726352
2516;-11.9720447;-77.0725832
2521;-11.9722394;-77.0725777
2608;-11.9740235;-77.0725085
2594;-11.9752127;-77.0724666
47476;-11.9764068;-77.0723974
2524;-11.9769791;-77.0723844
48082;-11.9785808;-77.0723824
16567;-11.9786612;-77.0723818
16581;-11.9800426;-77.0723922
48195;-11.9805303;-77.0723841
48167;-11.9808593;-77.0723786
48162;-11.9814159;-77.0723633
48202;-11.9819111;-77.0723611
48237;-11.9821913;-77.0723564
48151;-11.9829182;-77.0723421
48214;-11.9832356;-77.0723331
48220;-11.9836255;-77.0723221
2664;-11.9837237;-77.0723207
47783;-11.9838612;-77.0722969
12379;-11.9842254;-77.0721701
48185;-11.985103;-77.0722023
81739;-11.9855882;-77.0722983
81740;-11.9860339;-77.0723849
16364;-11.9868572;-77.0724026
16434;-11.9881812;-77.0722017
16462;-11.9892008;-77.0720707
16467;-11.9896373;-77.0719959
12374;-11.9909946;-77.0717862
91065;-11.9910959;-77.071785
112;-11.9912739;-77.0717535
113;-12.026689;-77.0755003
114;-12.0264707;-77.0752943
115;-12.0255641;-77.0751827
116;-12.0258556;-77.0754798
117;-12.0109233;-77.0965156
55433;-12.0105396;-77.0967605
55724;-12.0101442;-77.0970128
54923;-12.0093114;-77.0974273
55784;-12.0074505;-77.0983614
54637;-12.0071481;-77.0985353
55697;-12.0070249;-77.0986061
2729;-12.0065544;-77.0988197
54605;-12.006372;-77.0989167
55663;-12.0055598;-77.0993705
55364;-12.0043999;-77.099944
54708;-12.0025741;-77.1008242
55296;-12.0021427;-77.1010302
55473;-11.9998382;-77.1020668
3837;-11.9994778;-77.1023071
96442;-11.9993303;-77.1024091
55867;-11.9971341;-77.1034831
55287;-11.9970173;-77.1035411
55415;-11.996313;-77.1038903
54729;-11.9951735;-77.1048029
55829;-11.9946155;-77.1049017
54659;-11.9931402;-77.1054684
118;-11.9906877;-77.1069064
119;-12.0218837;-77.1058535
124;-12.0215331;-77.1060424
2514;-12.0215526;-77.1065689
39084;-12.0222937;-77.1062825
122;-12.022474;-77.1061544
169;-12.0222867;-77.1057063
120;-12.059503;-77.1322782
86444;-12.0594874;-77.1319794
46447;-12.059368;-77.131024
11474;-12.0591938;-77.1295174
121;-12.0590959;-77.1280533
9810;-12.0238689;-77.105252
18610;-12.0226776;-77.0999376
18705;-12.0232103;-77.0996844
18659;-12.0243262;-77.0991264
123;-12.0390241;-77.0993542
7365;-12.0089416;-77.1124168
94656;-12.0056282;-77.1140801
33078;-12.0051494;-77.1143156
128;-12.0018405;-77.1159645
172;-12.0009557;-77.1166601
48002;-12.0008166;-77.1168261
131;-11.9997466;-77.1190165
86439;-11.9989159;-77.1212254
27707;-11.9988196;-77.1214809
3453;-11.9982579;-77.1229693
32856;-11.9980713;-77.1234849
81032;-11.9978156;-77.1240932
3191;-11.9971156;-77.12491
125;-11.9965703;-77.125312
126;-12.0033485;-77.109488
54611;-12.0099008;-77.1062857
2727;-12.010065;-77.1062064
61573;-12.0185038;-77.10201
90643;-12.0195785;-77.1015057
170;-12.0197945;-77.1013987
10640;-12.0201094;-77.1012445
18620;-12.0210547;-77.1007201
18698;-12.0211448;-77.1006712
18690;-12.0224995;-77.1000401
10619;-12.0244643;-77.0990575
10618;-12.0247081;-77.0989357
18931;-12.0261709;-77.0982053
18907;-12.0264774;-77.0980534
18906;-12.0275364;-77.0975246
18911;-12.0286423;-77.0970033
18914;-12.028957;-77.0968311
44107;-12.0295742;-77.0962471
127;-12.0300847;-77.0945659
45417;-12.0006775;-77.1160892
129;-12.000364;-77.1159655
130;-11.9986409;-77.1146391
10191;-11.9997996;-77.1187274
17361;-12.0269917;-77.0733023
32558;-12.0274661;-77.0720751
17353;-12.027727;-77.0713822
17763;-12.0283575;-77.0695058
17711;-12.027907;-77.0678131
17716;-12.0283033;-77.0664508
17739;-12.0295101;-77.0643571
17737;-12.0295652;-77.063991
17742;-12.0299293;-77.061158
57724;-12.0300009;-77.0609
17078;-12.0300423;-77.0604296
17758;-12.0294637;-77.0589652
132;-12.0290679;-77.0581491
133;-12.0317746;-77.0574752
19565;-12.0322744;-77.057744
45297;-12.032564;-77.057945
134;-12.0329423;-77.0581972
135;-12.0317509;-77.0744532
17638;-12.0317568;-77.0753663
17655;-12.0317605;-77.0759564
17652;-12.0317627;-77.0762996
17640;-12.0317624;-77.0769289
176;-12.0317528;-77.0774685
192;-12.0317426;-77.0775473
17457;-12.0315329;-77.0795302
17430;-12.031516;-77.0796845
136;-12.0313984;-77.0807617
137;-12.0316309;-77.0805892
17922;-12.0317246;-77.0797858
17914;-12.0317389;-77.0796631
32671;-12.0318339;-77.0788599
193;-12.0319721;-77.0776502
175;-12.0319871;-77.0775494
19505;-12.0320001;-77.0770089
19516;-12.0319866;-77.075944
19489;-12.0319791;-77.0753465
138;-12.0319644;-77.074192
139;-12.0318494;-77.077089
140;-12.0317968;-77.0778895
141;-12.0319298;-77.0770824
17666;-12.031966;-77.0729309
17661;-12.0319458;-77.0712381
19475;-12.0319368;-77.0704755
17673;-12.0319295;-77.0698696
17689;-12.0319115;-77.068357
39926;-12.0319323;-77.0677701
17701;-12.03231;-77.0648281
17733;-12.0324587;-77.0635354
17726;-12.0325711;-77.0625576
17747;-12.0326889;-77.0615629
28012;-12.0328473;-77.0603275
17755;-12.0328669;-77.0601743
142;-12.033178;-77.0583582
143;-12.0318814;-77.0779055
17847;-12.031368;-77.0810207
17887;-12.0312656;-77.0819054
17812;-12.0311648;-77.0827527
17844;-12.0310305;-77.0838973
17821;-12.030998;-77.0841744
17494;-12.030847;-77.0854618
17535;-12.0307557;-77.0862403
17957;-12.0306177;-77.0874572
55903;-12.0305257;-77.0882219
62745;-12.0305154;-77.0883765
17616;-12.0303395;-77.089673
18011;-12.0302756;-77.0905628
17527;-12.0301901;-77.0914115
17588;-12.0300848;-77.0923985
17532;-12.0299921;-77.0932677
18095;-12.0299125;-77.094014
18953;-12.0298649;-77.0943819
144;-12.0298487;-77.094507
145;-11.9770105;-77.0594968
147;-12.0371405;-77.013221
148;-12.0321864;-77.0123134
86559;-12.0326597;-77.0124997
27410;-12.0332308;-77.0125964
86555;-12.0339726;-77.0126659
86548;-12.0347176;-77.0127363
86545;-12.0349551;-77.0127702
86557;-12.0355842;-77.0129295
86558;-12.0361868;-77.0130733
86562;-12.0369407;-77.0132626
19817;-12.0402251;-77.0176855
149;-12.0403425;-77.0179568
150;-12.0430329;-77.0241154
50309;-12.0428803;-77.0240004
151;-12.0426427;-77.0238214
152;-12.0430833;-77.0242765
153;-12.0449132;-77.0251929
65399;-12.0450125;-77.0253169
3592;-12.0465968;-77.026152
20067;-12.0476568;-77.0267107
810;-12.0487186;-77.0272704
812;-12.0497611;-77.02782
814;-12.0507496;-77.0283411
20091;-12.0517345;-77.0288602
61083;-12.0528125;-77.0294285
36638;-12.0535617;-77.0298234
10489;-12.0544255;-77.0302787
3666;-12.0545295;-77.0303335
89790;-12.0549368;-77.0304515
37018;-12.056688;-77.0302566
10496;-12.0578131;-77.0301105
154;-12.058955;-77.0299623
155;-12.044841;-77.0250477
156;-12.0592253;-77.0297722
157;-12.0589357;-77.02981
2701;-11.9763247;-77.0595966
46904;-11.9754451;-77.0596483
46913;-11.9749919;-77.0596531
46871;-11.9746571;-77.0596669
46875;-11.9662546;-77.0614515
2697;-11.9648618;-77.0617507
2694;-11.964704;-77.0617846
46887;-11.9625116;-77.0623254
186;-11.9616677;-77.0625289
164;-11.9613716;-77.0626121
2747;-11.9557471;-77.0638098
2742;-11.955616;-77.0638593
159;-11.9525423;-77.0646624
160;-11.9524761;-77.0648165
2743;-11.9556667;-77.0639959
2746;-11.9557984;-77.0639433
165;-11.9614215;-77.0627583
185;-11.961715;-77.0626824
2695;-11.96474;-77.0619208
2696;-11.964892;-77.0618814
46876;-11.966277;-77.0616163
13013;-11.976428;-77.0596707
163;-11.9151397;-77.047991
47881;-11.9248988;-77.0520285
47792;-11.9251135;-77.0520648
22085;-11.9257255;-77.0521683
22593;-11.9258446;-77.0521837
47864;-11.9265107;-77.0523
48110;-11.9267228;-77.0523371
47926;-11.9290086;-77.0531786
47988;-11.9291937;-77.0532789
22398;-11.9299064;-77.053665
22407;-11.9300113;-77.053738
47946;-11.9306252;-77.0540726
47885;-11.9308177;-77.0541776
23046;-11.9313605;-77.0544734
23061;-11.9335791;-77.0557095
47892;-11.933844;-77.0558572
47972;-11.9339562;-77.0559181
47800;-11.9340428;-77.0559678
23085;-11.9347634;-77.0563687
23015;-11.934876;-77.0564313
47999;-11.935516;-77.0567873
48127;-11.9357284;-77.0569056
47829;-11.9360785;-77.0571021
47912;-11.9412947;-77.0600283
47928;-11.9414716;-77.0601088
23791;-11.9419205;-77.0602893
2922;-11.942203;-77.0603805
2915;-11.9423207;-77.0604292
47824;-11.94309;-77.0606328
47802;-11.9432842;-77.0606679
48066;-11.9435812;-77.0607216
48085;-11.9448526;-77.0608319
48112;-11.9450624;-77.0608262
47909;-11.9453294;-77.060819
2679;-11.9459338;-77.0607686
2682;-11.9460812;-77.0607581
47916;-11.9464924;-77.0607084
47777;-11.9468767;-77.0606541
48062;-11.9470866;-77.0606158
23909;-11.9478695;-77.0605112
47834;-11.9544605;-77.0600231
48093;-11.9546401;-77.0600195
