source;x1;y1
419;-77.0370917;-12.1190996
420;-77.0381215;-12.121013
421;-77.0398536;-12.1192422
422;-77.0266906;-12.1166894
423;-77.0281857;-12.1169511
424;-77.0262967;-12.1357696
425;-77.0276519;-12.1203932
426;-77.0279008;-12.1247875
427;-77.028014;-12.1265549
428;-77.0281342;-12.1284094
429;-77.0281857;-12.1292737
430;-77.0282715;-12.1304317
431;-77.0283188;-12.1313374
432;-77.0285148;-12.1337417
433;-77.0273808;-12.1348455
434;-77.0256177;-12.1326281
435;-77.0234891;-12.1329775
436;-77.0241336;-12.1331567
437;-77.0254959;-12.1337456
438;-77.0276868;-12.1363452
439;-77.022391;-12.1313943
440;-77.024434;-12.1320658
441;-77.0250786;-12.1305492
442;-77.0239238;-12.1347045
443;-77.0234402;-12.1345338
444;-77.0260547;-12.1344497
445;-77.0267078;-12.1339425
446;-77.0284416;-12.132558
447;-77.0291282;-12.1321132
448;-77.0286816;-12.1362199
449;-77.0288718;-12.1362797
450;-77.025199;-12.1352585
451;-77.025578;-12.1362127
452;-77.0234809;-12.1351086
453;-77.0251753;-12.135972
454;-77.0260297;-12.1426778
455;-77.0379345;-12.1262181
456;-77.0291819;-12.0767914
457;-77.0366248;-12.0778883
458;-77.0384095;-12.0801515
459;-77.0363205;-12.0798422
460;-77.0462175;-12.0830242
461;-77.0457554;-12.0830465
462;-77.0273154;-12.0814048
463;-77.0359153;-12.0825903
464;-76.9639056;-12.0306408
465;-76.9626864;-12.0300114
466;-76.8388019;-12.000026
467;-76.8321447;-12.0085682
468;-76.9871951;-11.9507098
469;-76.9977402;-11.9564075
470;-77.0113162;-11.9686343
471;-77.0091573;-11.9652246
472;-76.9936681;-11.9560177
473;-76.9934549;-11.957544
474;-76.9939846;-11.9560605
475;-76.993692;-11.9584635
476;-76.9940705;-11.9585147
477;-76.9941883;-11.9570733
478;-76.8264136;-12.0075485
479;-76.8068742;-12.0269804
480;-76.8211445;-12.0237146
481;-76.82183;-12.017227
482;-77.0216757;-12.0907043
483;-76.9879059;-12.0860006
484;-76.8837429;-11.9753287
485;-76.9007593;-12.0144153
486;-77.0214596;-12.1330875
487;-77.0286738;-12.1362445
488;-77.037372;-12.1243626
489;-77.0339195;-12.1243908
490;-77.0339707;-12.1250041
491;-77.0371501;-12.1249857
492;-77.0363209;-12.123309
493;-77.0359662;-12.1270555
494;-77.0358261;-12.1249721
495;-77.035883;-12.1243577
496;-77.0358814;-12.123695
497;-77.0336804;-12.1222965
498;-77.0402399;-12.1226955
499;-77.0347728;-12.1191219
500;-77.0348163;-12.1222912
501;-77.0348462;-12.1243863
502;-77.0348617;-12.1249852
503;-77.0348394;-12.126336
504;-77.0338377;-12.1238397
505;-77.0330616;-12.1243687
506;-77.0337386;-12.1191362
507;-77.0353427;-12.1233251
508;-77.0348218;-12.1233372
509;-77.033791;-12.1233315
510;-77.0389132;-12.123304
511;-77.0401005;-12.1193274
512;-77.0400941;-12.1216711
513;-77.0422617;-12.1211554
514;-77.0400674;-12.1212205
515;-77.0348031;-12.1212233
516;-77.0337159;-12.1212379
517;-77.0317528;-12.1229198
518;-77.0425695;-12.1192029
519;-77.0405134;-12.1212342
520;-77.0396447;-12.1222871
521;-77.0386891;-12.1235693
522;-77.0389767;-12.1232176
523;-77.0390254;-12.122243
524;-77.0390227;-12.1212302
525;-77.0390152;-12.1201145
526;-77.0390098;-12.1190848
527;-77.0424708;-12.1190485
528;-77.0404198;-12.1190656
529;-77.070931;-12.0957031
530;-77.0779463;-12.0930851
531;-77.0691203;-12.0941504
532;-77.0705649;-12.098221
533;-77.0702401;-12.0903154
534;-77.0261102;-12.1310169
535;-77.0260743;-12.1300793
536;-77.0260485;-12.1292569
537;-77.0260063;-12.1273604
538;-77.0259155;-12.1250957
539;-77.0257727;-12.1221585
540;-77.0298955;-12.0778215
541;-77.0288034;-12.0790406
542;-77.0337239;-12.0514504
543;-77.0378102;-12.0490925
544;-77.0314178;-12.1095386
545;-77.0313357;-12.1148583
546;-77.0313842;-12.118994
547;-77.0324834;-12.1189936
548;-77.0324177;-12.1148633
549;-77.03246;-12.1095405
550;-77.0179101;-12.1337915
551;-77.0228969;-12.124628
552;-77.0216483;-12.1210621
553;-77.0212513;-12.1196534
554;-77.018983;-12.121884
555;-77.0212575;-12.1203567
556;-77.0227939;-12.1205832
557;-77.0229051;-12.1207127
558;-77.0313522;-12.1126701
559;-77.0307548;-12.1148489
560;-77.0303384;-12.1190033
561;-77.0422597;-12.117912
562;-77.0370807;-12.1179329
563;-77.0324618;-12.117968
564;-77.0313858;-12.1179733
565;-77.030319;-12.1179853
566;-77.0292119;-12.1179803
567;-77.0299141;-12.1126393
568;-77.0300798;-12.1126492
569;-77.0324079;-12.1125977
570;-77.033898;-12.1125054
571;-77.0334466;-12.1132081
572;-77.0346002;-12.1132364
573;-77.030282;-12.1105783
574;-77.0304365;-12.1105894
575;-77.0314146;-12.1106045
576;-77.0323877;-12.1106273
577;-77.033916;-12.1071073
578;-77.0311196;-12.1066611
579;-77.0309634;-12.10664
580;-77.0335368;-12.1095382
581;-77.0306125;-12.1095435
582;-77.0304468;-12.1095358
583;-77.0307626;-12.1077216
584;-77.0309262;-12.1077347
585;-77.0337537;-12.1081864
586;-77.0336144;-12.1090703
587;-77.0307463;-12.1087999
588;-77.0305853;-12.1087804
589;-77.0314766;-12.1045421
590;-77.0333686;-12.1058582
591;-77.0312993;-12.1056271
592;-77.0311327;-12.1056063
593;-77.0350223;-12.1078982
594;-77.0339848;-12.1086963
595;-77.0336834;-12.1085947
596;-77.0339409;-12.1098367
597;-77.0356109;-12.1086608
598;-77.0342392;-12.1105855
599;-77.0361517;-12.1093746
600;-77.0345604;-12.1115897
601;-77.0368074;-12.1115747
602;-77.0370205;-12.1140143
603;-77.0398664;-12.1141083
604;-77.0358444;-12.1189632
605;-77.0358176;-12.1179297
606;-77.0357998;-12.1148598
607;-77.0356966;-12.1115838
608;-77.0352714;-12.1100722
609;-77.0346534;-12.1093337
610;-77.0341328;-12.1086073
611;-77.034437;-12.1111927
612;-77.0352027;-12.1109201
613;-77.0347772;-12.1132336
614;-77.0357091;-12.1132948
615;-77.0352931;-12.1126847
616;-77.0356998;-12.1126754
617;-77.0368282;-12.1126763
618;-77.0369989;-12.1122294
619;-77.0390943;-12.1056044
620;-77.0370909;-12.1072939
621;-77.0380255;-12.1122246
622;-77.0380418;-12.1140388
623;-77.0380556;-12.1148474
624;-77.0380932;-12.1179139
625;-77.0381091;-12.1189456
626;-77.0424499;-12.1115655
627;-77.0415137;-12.1107346
628;-77.0406528;-12.1099207
629;-77.0378299;-12.1071942
630;-77.0376691;-12.1085863
631;-77.038219;-12.1075791
632;-77.037108;-12.1071681
633;-77.0357777;-12.1073862
634;-77.0345379;-12.1046428
635;-77.0352627;-12.1065974
636;-77.0371681;-12.1062449
637;-77.0346275;-12.1065219
638;-77.0345832;-12.1054256
639;-77.038962;-12.104835
640;-77.0378659;-12.1049944
641;-77.0371509;-12.1050868
642;-77.0362326;-12.1051875
643;-77.0361153;-12.1041474
644;-77.0370076;-12.1040545
645;-77.0377458;-12.1039621
646;-77.0387625;-12.1038196
647;-77.0313081;-12.1044944
648;-77.0276838;-12.1039371
649;-77.0292902;-12.1048328
650;-77.0276667;-12.1045916
651;-77.0291454;-12.1056756
652;-77.0276495;-12.1054477
653;-77.0298392;-12.1069921
654;-77.0308517;-12.1071549
655;-77.0313933;-12.1088919
656;-77.0266758;-12.1087285
657;-77.0304958;-12.1093128
658;-77.0260927;-12.1084956
659;-77.0261095;-12.1084064
660;-77.0279465;-12.1061312
661;-77.0275161;-12.1089132
662;-77.0273917;-12.116856
663;-77.0274218;-12.1190686
664;-77.01856;-12.1056323
665;-77.0270513;-12.1028944
666;-77.0164598;-12.1023573
667;-77.0276152;-12.1028209
668;-77.0315085;-12.1034327
669;-77.0270229;-12.1027286
670;-77.0264225;-12.1095074
671;-77.0262829;-12.1124055
672;-77.0257088;-12.1123707
673;-77.026137;-12.1096055
674;-77.0276834;-12.1039653
675;-77.027283;-12.1063707
676;-77.0266704;-12.107214
677;-77.0271028;-12.1044638
678;-77.0255037;-12.1131936
679;-77.0241218;-12.1077135
680;-77.0241931;-12.1075857
681;-77.0263153;-12.1140043
682;-77.0262774;-12.1163333
683;-77.0247549;-12.1236935
684;-77.0258339;-12.1235255
685;-77.0277995;-12.1231814
686;-77.0303958;-12.1226846
687;-77.031327;-12.1224575
688;-77.02486;-12.121342
689;-77.0256239;-12.1194455
690;-77.0255169;-12.1191935
691;-77.0261131;-12.1190679
692;-77.0260359;-12.1172857
693;-77.0255896;-12.1142593
694;-77.0260102;-12.109281
695;-77.0244823;-12.1092409
696;-77.0165714;-12.108727
697;-77.0258996;-12.1103319
698;-77.0247484;-12.1102647
699;-77.0165027;-12.1097425
700;-77.025787;-12.1113473
701;-77.0250059;-12.1113054
702;-77.016434;-12.1107663
703;-77.0233923;-12.1196805
704;-77.0245167;-12.1112718
705;-77.0246111;-12.1102815
706;-77.024654;-12.1098116
707;-77.0223452;-12.1196133
708;-77.0234781;-12.111213
709;-77.0235554;-12.1102144
710;-77.0236154;-12.1091906
711;-77.0234953;-12.1075961
712;-77.0240961;-12.1102396
713;-77.0241304;-12.1092493
714;-77.0185171;-12.1170706
715;-77.0192982;-12.1109277
716;-77.019384;-12.1099123
717;-77.0194527;-12.1089052
718;-77.0196415;-12.1061526
719;-77.0205599;-12.1079485
720;-77.0195042;-12.1079066
721;-77.0173782;-12.1078291
722;-77.02062;-12.1069666
723;-77.0195642;-12.1068995
724;-77.0185343;-12.106824
725;-77.0242935;-12.1077639
726;-77.0246197;-12.1092157
727;-77.0248857;-12.1102899
728;-77.0251537;-12.1113164
729;-77.0254179;-12.1123544
730;-77.017052;-12.1129734
731;-77.0169147;-12.1139385
732;-77.0148073;-12.1145767
733;-77.0188433;-12.11483
734;-77.0230404;-12.1151069
735;-77.0240961;-12.1151657
736;-77.0257497;-12.1151262
737;-77.0161045;-12.1153315
738;-77.0187403;-12.1155097
739;-77.0229594;-12.1157837
740;-77.0240026;-12.1158583
741;-77.0257955;-12.1159058
742;-77.0160151;-12.1160839
743;-77.0186373;-12.116265
744;-77.0228344;-12.1165587
745;-77.0238644;-12.1166175
746;-77.0258366;-12.116663
747;-77.0259391;-12.1174691
748;-77.0237528;-12.1174566
749;-77.0226971;-12.1173895
750;-77.0208524;-12.1172578
751;-77.0203029;-12.1172076
752;-77.0164598;-12.1169511
753;-77.0256325;-12.1188329
754;-77.0235296;-12.1188665
755;-77.0224893;-12.118802
756;-77.0182768;-12.118514
757;-77.0202766;-12.1194623
758;-77.0203968;-12.1186567
759;-77.0205431;-12.1174986
760;-77.0205946;-12.1169696
761;-77.0207315;-12.1164077
762;-77.0208689;-12.1156524
763;-77.0209719;-12.1149726
764;-77.0213838;-12.1110704
765;-77.0214697;-12.1100465
766;-77.0215298;-12.1090479
767;-77.0213066;-12.1195378
768;-77.0214182;-12.1187322
769;-77.0216671;-12.1173056
770;-77.0217787;-12.1164832
771;-77.0218902;-12.1157363
772;-77.022019;-12.1150482
773;-77.0224224;-12.1111459
774;-77.0224996;-12.1101305
775;-77.0225855;-12.109115
776;-77.0227743;-12.1073275
777;-77.0264307;-12.1166678
778;-77.0240953;-12.1198893
779;-77.0238698;-12.1198492
780;-77.0182596;-12.1194459
781;-77.0254889;-12.1133995
782;-77.0262971;-12.1134853
783;-77.0272783;-12.1135549
784;-77.02975;-12.1136964
785;-77.029902;-12.1137026
786;-77.0310238;-12.1137329
787;-77.0313493;-12.1137387
788;-77.0324065;-12.1137941
789;-77.0357801;-12.1139305
790;-77.036849;-12.1139754
791;-77.0263175;-12.1136087
792;-77.0254799;-12.1135179
793;-77.0296277;-12.1144229
794;-77.0272595;-12.1145605
795;-77.0263317;-12.1146533
796;-77.0272874;-12.1153628
797;-77.0263725;-12.1153949
798;-77.0273442;-12.1163055
799;-77.0264148;-12.1163431
800;-77.0370431;-12.1158543
801;-77.0358092;-12.1158686
802;-77.0324406;-12.1159014
803;-77.031328;-12.1159113
804;-77.0305541;-12.1159138
805;-77.0295198;-12.1159312
806;-77.0293746;-12.1159112
807;-77.0334723;-12.1157438
808;-77.0334838;-12.1150327
809;-77.040314;-12.04061
810;-77.0272704;-12.0487186
811;-77.0257554;-12.0509611
812;-77.02782;-12.0497611
813;-77.0263255;-12.0520051
814;-77.0283411;-12.0507496
815;-77.0327135;-12.048022
816;-77.0270229;-12.0460998
817;-77.0284207;-12.0480024
818;-77.0297457;-12.0498725
819;-77.0347824;-12.0570656
820;-77.0289515;-12.0447336
821;-77.0297639;-12.0438123
822;-77.0309592;-12.043567
823;-77.0323585;-12.0455043
824;-77.0358189;-12.0502303
825;-77.037603;-12.0529406
826;-77.0326879;-12.0439464
827;-77.0333738;-12.0448801
828;-77.0368916;-12.0496481
829;-77.0379599;-12.0510999
830;-77.0386822;-12.051007
831;-77.0343596;-12.0442724
832;-77.0331684;-12.0426582
833;-77.0370656;-12.1171269
834;-77.0380852;-12.1171146
835;-77.0418963;-12.1170811
836;-77.0370527;-12.116509
837;-77.0373094;-12.1164905
838;-77.0415197;-12.1161979
839;-77.0380666;-12.116206
840;-77.0370499;-12.1162162
841;-77.0395714;-12.1154594
842;-77.0380616;-12.1155138
843;-77.037041;-12.1155166
844;-77.0393568;-12.1154929
845;-77.0403052;-12.1146614
846;-77.040056;-12.1186452
847;-77.040058;-12.1179186
848;-77.0400606;-12.1171126
849;-77.0400263;-12.1162063
850;-77.0398319;-12.1187506
851;-77.0389747;-12.1179099
852;-77.037308;-12.1162126
853;-77.0291848;-12.1190092
854;-77.0370844;-12.1189505
855;-77.0397301;-12.1189447
856;-77.0337305;-12.1204082
857;-77.0337355;-12.1201824
858;-77.0348002;-12.120174
859;-77.0400877;-12.1201087
860;-77.0416334;-12.1200896
861;-77.043161;-12.1200708
862;-77.0337059;-12.1238696
863;-77.0323802;-12.1224054
864;-77.031986;-12.1219804
865;-77.0319898;-12.1191493
866;-77.0328494;-12.1191415
867;-77.0326734;-12.1213224
868;-77.0320035;-12.120683
869;-77.0327041;-12.1207242
870;-77.0332948;-12.1207663
871;-77.0336849;-12.122024
872;-77.0327643;-12.1227985
873;-77.032095;-12.1233282
874;-77.0325001;-12.1214793
875;-77.0329112;-12.1219287
876;-77.0333267;-12.122322
877;-77.0379919;-12.1212216
878;-77.0379949;-12.1222483
879;-77.0379785;-12.1233106
880;-77.0379809;-12.1239886
881;-77.0381093;-12.1190879
882;-77.0381216;-12.1201287
883;-77.0425286;-12.1214303
884;-77.0416282;-12.1205487
