source;x1;y1
17410;-77.0809399;-12.0257878
17411;-77.0784387;-12.0268521
17412;-77.0798621;-12.0268194
17413;-77.079658;-12.0264041
17414;-77.0792255;-12.0265694
17415;-77.0787161;-12.0253599
17416;-77.0789081;-12.025816
17417;-77.0766614;-12.0266555
17418;-77.0808167;-12.0245257
17419;-77.0791548;-12.0251858
17420;-77.0764823;-12.0262362
17421;-77.0773949;-12.0272495
17422;-77.0760573;-12.0277853
17423;-77.0769853;-12.0274136
17424;-77.076235;-12.0258035
17425;-77.0765059;-12.0276056
17426;-77.0832168;-12.0252199
17427;-77.0786296;-12.027296
17428;-77.0775829;-12.0277062
17429;-77.0762355;-12.0282404
17430;-77.0796845;-12.031516
17431;-77.078184;-12.027468
17432;-77.0777161;-12.0262614
17433;-77.0775466;-12.0258243
17434;-77.0773782;-12.0253892
17435;-77.0806115;-12.0241031
17436;-77.0815775;-12.0260245
17437;-77.0821;-12.0270771
17438;-77.0825236;-12.0268556
17439;-77.0819849;-12.0258245
17440;-77.0810189;-12.0239136
17441;-77.0817823;-12.0264355
17442;-77.0805372;-12.0270761
17443;-77.0813529;-12.0266565
17444;-77.0816731;-12.0273002
17445;-77.0809452;-12.0268662
17446;-77.0812662;-12.027513
17447;-77.0795191;-12.0274427
17448;-77.0788073;-12.0277093
17449;-77.0790647;-12.0276129
17450;-77.0793808;-12.028438
17451;-77.0791997;-12.0279665
17452;-77.0784904;-12.0282582
17453;-77.0810944;-12.028175
17454;-77.0803125;-12.0266454
17455;-77.0775256;-12.0292179
17456;-77.077297;-12.0283122
17457;-77.0795302;-12.0315329
17458;-77.0780431;-12.0275238
17459;-77.0775802;-12.0263122
17460;-77.084387;-12.0258752
17461;-77.0808724;-12.0277188
17462;-77.0786395;-12.0286428
17463;-77.078484;-12.0286578
17464;-77.0775007;-12.0287242
17465;-77.0770048;-12.0287685
17466;-77.0793546;-12.0270157
17467;-77.0798346;-12.0282612
17468;-77.0770538;-12.0292534
17469;-77.07671;-12.0280523
17470;-77.0777566;-12.028128
17471;-77.076885;-12.0284774
17472;-77.0855;-12.024145
17473;-77.0840599;-12.0248816
17474;-77.0859268;-12.0220398
17475;-77.0828839;-12.0235306
17476;-77.0856984;-12.0245467
17477;-77.0849094;-12.0230159
17478;-77.0850907;-12.0243545
17479;-77.0845289;-12.0232141
17480;-77.0827356;-12.0267447
17481;-77.082431;-12.0261937
17482;-77.0838801;-12.0254705
17483;-77.0826642;-12.0231028
17484;-77.0842758;-12.0252798
17485;-77.08344;-12.0237386
17486;-77.0845075;-12.024169
17487;-77.0838416;-12.0244792
17488;-77.0846242;-12.0263374
17489;-77.0841254;-12.0253522
17490;-77.0788212;-12.0291113
17491;-77.082587;-12.0273904
17492;-77.082366;-12.026938
17493;-77.0880815;-12.0369615
17494;-77.0854618;-12.030847
17495;-77.0837672;-12.0267923
17496;-77.0835176;-12.0263359
17497;-77.0831419;-12.0265323
17498;-77.0828445;-12.0259843
17499;-77.0825786;-12.0250036
17500;-77.0822222;-12.0243369
17501;-77.081836;-12.024893
17502;-77.0823757;-12.024629
17503;-77.0820114;-12.0252689
17504;-77.0854036;-12.0259317
17505;-77.0847035;-12.0245527
17506;-77.0839217;-12.0230231
17507;-77.0837028;-12.0225949
17508;-77.0849173;-12.0249707
17509;-77.0822307;-12.0262951
17510;-77.0839495;-12.0266886
17511;-77.0837291;-12.0262254
17512;-77.0834501;-12.0256777
17513;-77.0822651;-12.023298
17514;-77.0824806;-12.0237332
17515;-77.0812248;-12.0243209
17516;-77.0830098;-12.0248019
17517;-77.0817628;-12.0253851
17518;-77.0853605;-12.0228064
17519;-77.0841212;-12.0234134
17520;-77.0830792;-12.0239109
17521;-77.0826661;-12.0241081
17522;-77.0814183;-12.0247037
17523;-77.0929543;-12.0274643
17524;-77.0843566;-12.0281769
17525;-77.0830888;-12.0282874
17526;-77.0932537;-12.0361433
17527;-77.0914115;-12.0301901
17528;-77.0903751;-12.0276715
17529;-77.0888471;-12.0241214
17530;-77.0904023;-12.0232362
17531;-77.0922128;-12.0275172
17532;-77.0932677;-12.0299921
17533;-77.0951586;-12.0365649
17534;-77.0883721;-12.035965
17535;-77.0862403;-12.0307557
17536;-77.0851577;-12.0281096
17537;-77.0844431;-12.0264462
17538;-77.084026;-12.0288022
17539;-77.0838116;-12.0282227
17540;-77.0833807;-12.0270626
17541;-77.0915471;-12.0246794
17542;-77.0910319;-12.0247255
17543;-77.0891698;-12.0248725
17544;-77.0874195;-12.0250305
17545;-77.091816;-12.0252304
17546;-77.0912659;-12.0252791
17547;-77.0894106;-12.025433
17548;-77.08634;-12.0256879
17549;-77.0921379;-12.0258076
17550;-77.0915132;-12.0258643
17551;-77.0896548;-12.0260016
17552;-77.0845075;-12.0264145
17553;-77.0923847;-12.0263532
17554;-77.0917422;-12.0264059
17555;-77.0898935;-12.0265571
17556;-77.0846584;-12.0269706
17557;-77.0838838;-12.0270264
17558;-77.083198;-12.0270757
17559;-77.0926958;-12.0269199
17560;-77.0919807;-12.0269702
17561;-77.0901362;-12.0271272
17562;-77.0849191;-12.0275712
17563;-77.0841326;-12.0276382
17564;-77.083611;-12.0276826
17565;-77.0819098;-12.0277464
17566;-77.087461;-12.0229581
17567;-77.0872353;-12.0225261
17568;-77.089043;-12.021503
17569;-77.0893005;-12.0220651
17570;-77.0827752;-12.0282696
17571;-77.0807028;-12.028386
17572;-77.0912779;-12.0241084
17573;-77.0907929;-12.0241602
17574;-77.0889319;-12.0243188
17575;-77.0883891;-12.0243628
17576;-77.0868578;-12.0215826
17577;-77.0901079;-12.0199925
17578;-77.0870781;-12.0219674
17579;-77.0865928;-12.0210593
17580;-77.0886301;-12.0223905
17581;-77.0879526;-12.0210494
17582;-77.087741;-12.0206305
17583;-77.0883638;-12.0218634
17584;-77.0863858;-12.0228037
17585;-77.0884191;-12.0219728
17586;-77.0864324;-12.0229014
17587;-77.0941791;-12.0343397
17588;-77.0923985;-12.0300848
17589;-77.0913534;-12.0275894
17590;-77.0911289;-12.0270427
17591;-77.0908925;-12.0264722
17592;-77.0906473;-12.0259281
17593;-77.0904328;-12.0253476
17594;-77.0901964;-12.0247877
17595;-77.0899798;-12.0242288
17596;-77.0897217;-12.0236548
17597;-77.0905693;-12.0225949
17598;-77.089506;-12.0232572
17599;-77.0896943;-12.0218738
17600;-77.0866479;-12.0233529
17601;-77.0866103;-12.0221962
17602;-77.0890286;-12.0205256
17603;-77.0901855;-12.0228452
17604;-77.0887234;-12.0236709
17605;-77.0876357;-12.0242661
17606;-77.0879727;-12.0231931
17607;-77.0868304;-12.0237355
17608;-77.0877749;-12.0228057
17609;-77.0883162;-12.0238856
17610;-77.0898857;-12.0222523
17611;-77.0883983;-12.0230114
17612;-77.0928132;-12.0377197
17613;-77.0924121;-12.0367873
17614;-77.0921974;-12.0362748
17615;-77.0919357;-12.0357171
17616;-77.089673;-12.0303395
17617;-77.0885966;-12.0278298
17618;-77.0883707;-12.0272846
17619;-77.0881335;-12.0267031
17620;-77.0878968;-12.0261447
17621;-77.0876573;-12.0255668
17622;-77.0873744;-12.0248987
17623;-77.0867861;-12.0247398
17624;-77.0860655;-12.0250953
17625;-77.0881759;-12.0236027
17626;-77.0859306;-12.0246662
17627;-77.0882046;-12.022597
17628;-77.0889251;-12.0240803
17629;-77.0878403;-12.0246521
17630;-77.0874773;-12.0239671
17631;-77.085793;-12.0236997
17632;-77.0851717;-12.0224164
17633;-77.0849629;-12.0219852
17634;-77.0869519;-12.0251056
17635;-77.0865978;-12.0243845
17636;-77.0855695;-12.0222136
17637;-77.0753665;-12.0305384
17638;-77.0753663;-12.0317568
17639;-77.0773994;-12.0315372
17640;-77.0769289;-12.0317624
17641;-77.0750517;-12.0300635
17642;-77.0767402;-12.0297635
17643;-77.076816;-12.0297487
17644;-77.077435;-12.0296687
17645;-77.0769341;-12.0302844
17646;-77.074873;-12.0295101
17647;-77.0702685;-12.0290269
17648;-77.070227;-12.0301466
17649;-77.0756025;-12.0294681
17650;-77.0757475;-12.0299365
17651;-77.0759004;-12.0304519
17652;-77.0762996;-12.0317627
17653;-77.0770894;-12.0306829
17654;-77.0760316;-12.0308804
17655;-77.0759564;-12.0317605
17656;-77.0750938;-12.0301941
17657;-77.0683927;-12.0301292
17658;-77.0712895;-12.0291638
17659;-77.0712642;-12.0301564
17660;-77.0712247;-12.0317104
17661;-77.0712381;-12.0319458
17662;-77.0712245;-12.0340365
17663;-77.0729815;-12.0295624
17664;-77.0729601;-12.0301725
17665;-77.0729199;-12.0317317
17666;-77.0729309;-12.031966
17667;-77.0728938;-12.0341171
17668;-77.0741972;-12.0301841
17669;-77.0742075;-12.0317478
17670;-77.0742172;-12.0344303
17671;-77.0699056;-12.0301435
17672;-77.0698944;-12.0316937
17673;-77.0698696;-12.0319295
17674;-77.0698573;-12.0340365
17675;-77.0656247;-12.0292582
17676;-77.0753698;-12.0313782
17677;-77.0742049;-12.0313627
17678;-77.0729299;-12.0313453
17679;-77.0712345;-12.0313224
17680;-77.0698972;-12.0313043
17681;-77.0683604;-12.0312834
17682;-77.0753753;-12.0307798
17683;-77.0742011;-12.0307695
17684;-77.072945;-12.0307581
17685;-77.0712493;-12.0307427
17686;-77.0699013;-12.0307306
17687;-77.0683763;-12.0307167
17688;-77.0683494;-12.0316743
17689;-77.068357;-12.0319115
17690;-77.0683777;-12.0341835
17691;-77.0677739;-12.0310843
17692;-77.0668131;-12.0312113
17693;-77.0677804;-12.0305388
17694;-77.0667562;-12.0306649
17695;-77.067787;-12.0299824
17696;-77.0666995;-12.0301195
17697;-77.0645909;-12.0305632
17698;-77.0646642;-12.0311121
17699;-77.0647523;-12.0316942
17700;-77.0647935;-12.0320186
17701;-77.0648281;-12.03231
17702;-77.0653301;-12.0346211
17703;-77.0646698;-12.0305489
17704;-77.0647526;-12.0311081
17705;-77.0648371;-12.0316775
17706;-77.0648868;-12.0320152
17707;-77.0649282;-12.0322849
17708;-77.0654194;-12.0346076
17709;-77.0656356;-12.0298473
17710;-77.0657144;-12.0304223
17711;-77.0678131;-12.027907
17712;-77.0678063;-12.0284395
17713;-77.0677992;-12.0289956
17714;-77.0677919;-12.0295625
17715;-77.067767;-12.031667
17716;-77.0664508;-12.0283033
17717;-77.0664977;-12.0286221
17718;-77.066573;-12.0291332
17719;-77.0666547;-12.0296885
17720;-77.0668717;-12.0317748
17721;-77.062268;-12.0302589
17722;-77.0623402;-12.0308629
17723;-77.0624064;-12.0314172
17724;-77.0624747;-12.0319906
17725;-77.062527;-12.0323117
17726;-77.0625576;-12.0325711
17727;-77.0629119;-12.03491
17728;-77.0632035;-12.0301582
17729;-77.0632844;-12.030719
17730;-77.063368;-12.0312984
17731;-77.0634493;-12.0318614
17732;-77.0634989;-12.0322055
17733;-77.0635354;-12.0324587
17734;-77.0638736;-12.0348025
17735;-77.0641477;-12.0306115
17736;-77.0640636;-12.03005
17737;-77.063991;-12.0295652
17738;-77.0640196;-12.0297558
17739;-77.0643571;-12.0295101
17740;-77.0583604;-12.0306394
17741;-77.0582268;-12.0302814
17742;-77.061158;-12.0299293
17743;-77.0613132;-12.0309871
17744;-77.0613998;-12.0315778
17745;-77.0614798;-12.0321226
17746;-77.061529;-12.0324584
17747;-77.0615629;-12.0326889
17748;-77.0617921;-12.0342515
17749;-77.058886;-12.0312831
17750;-77.0589804;-12.0318875
17751;-77.0599046;-12.0311543
17752;-77.0599934;-12.0317699
17753;-77.0600825;-12.0323078
17754;-77.0601363;-12.0326363
17755;-77.0601743;-12.0328669
17756;-77.0604181;-12.0343993
17757;-77.058608;-12.0301292
17758;-77.0589652;-12.0294637
17759;-77.0590801;-12.03036
17760;-77.0575027;-12.0299217
17761;-77.0582076;-12.0307485
17762;-77.0600672;-12.0307273
17763;-77.0695058;-12.0283575
17764;-77.0945116;-12.028061
17765;-77.092514;-12.0281786
17766;-77.0916367;-12.0282558
17767;-77.0906434;-12.0283453
17768;-77.0888822;-12.0285023
17769;-77.0854646;-12.0288249
17770;-77.0846595;-12.0288886
17771;-77.0789319;-12.0294254
17772;-77.0787706;-12.0294391
17773;-77.0766834;-12.0294078
17774;-77.0766106;-12.0294172
17775;-77.0765686;-12.0292923
17776;-77.076638;-12.0292848
17777;-77.0786602;-12.0291323
17778;-77.0845827;-12.0287566
17779;-77.0853889;-12.0286906
17780;-77.0888481;-12.0284151
17781;-77.090615;-12.0282749
17782;-77.0916116;-12.0281971
17783;-77.0924917;-12.0281284
17784;-77.0945095;-12.0279956
17785;-77.0868463;-12.0302971
17786;-77.0894923;-12.0299832
17787;-77.0938349;-12.0295327
17788;-77.0931175;-12.0296422
17789;-77.0922777;-12.0297452
17790;-77.0912758;-12.0298682
17791;-77.0936344;-12.0290604
17792;-77.0929357;-12.0291659
17793;-77.0920755;-12.0292654
17794;-77.0910707;-12.0293816
17795;-77.0893304;-12.029524
17796;-77.0865138;-12.0298458
17797;-77.0864708;-12.0293317
17798;-77.0845013;-12.0300396
17799;-77.0838381;-12.0301248
17800;-77.08425;-12.0295835
17801;-77.0846362;-12.0303915
17802;-77.0849823;-12.0296697
17803;-77.0843897;-12.0297487
17804;-77.0890928;-12.0290419
17805;-77.0908518;-12.0288622
17806;-77.0918505;-12.0287552
17807;-77.0927279;-12.0286612
17808;-77.0934538;-12.0285857
17809;-77.0813424;-12.0298453
17810;-77.081557;-12.0304132
17811;-77.0846555;-12.0360904
17812;-77.0827527;-12.0311648
17813;-77.0819368;-12.0291374
17814;-77.0818604;-12.0289475
17815;-77.081614;-12.0283352
17816;-77.0814701;-12.0279775
17817;-77.0827059;-12.0273292
17818;-77.0828684;-12.0277358
17819;-77.0833187;-12.0288628
17820;-77.0833787;-12.0290076
17821;-77.0841744;-12.030998
17822;-77.0860717;-12.0356851
17823;-77.0823966;-12.0302468
17824;-77.0835535;-12.0301498
17825;-77.0837672;-12.0306643
17826;-77.082612;-12.030789
17827;-77.0778461;-12.0308108
17828;-77.0791989;-12.0306202
17829;-77.0793475;-12.0305993
17830;-77.0806389;-12.0304171
17831;-77.077759;-12.0301816
17832;-77.0789961;-12.0300655
17833;-77.0791523;-12.0300509
17834;-77.0821899;-12.0297662
17835;-77.0836277;-12.029636
17836;-77.0781238;-12.0313254
17837;-77.0778812;-12.0309147
17838;-77.077291;-12.0310266
17839;-77.082443;-12.0274661
17840;-77.0825616;-12.027753
17841;-77.0830306;-12.0288875
17842;-77.0830904;-12.0290323
17843;-77.0833487;-12.029657
17844;-77.0838973;-12.0310305
17845;-77.0850632;-12.0340128
17846;-77.0827565;-12.0359016
17847;-77.0810207;-12.031368
17848;-77.080442;-12.0299298
17849;-77.0801952;-12.029313
17850;-77.0800869;-12.0290422
17851;-77.0799799;-12.0287755
17852;-77.0801907;-12.028662
17853;-77.0799709;-12.0282051
17854;-77.0793936;-12.0311453
17855;-77.0795448;-12.0311257
17856;-77.0808552;-12.0309557
17857;-77.0843281;-12.0321325
17858;-77.0831757;-12.0322436
17859;-77.0825024;-12.032326
17860;-77.078509;-12.0328201
17861;-77.0814383;-12.0324627
17862;-77.0821304;-12.0323797
17863;-77.0785078;-12.03225
17864;-77.0790979;-12.0338869
17865;-77.0848776;-12.0334831
17866;-77.0835944;-12.0333238
17867;-77.08186;-12.0335638
17868;-77.0807548;-12.0307057
17869;-77.081377;-12.0306494
17870;-77.0841048;-12.0315839
17871;-77.0829721;-12.031715
17872;-77.0812326;-12.031924
17873;-77.0845292;-12.0326268
17874;-77.0833795;-12.0327636
17875;-77.0816432;-12.0329987
17876;-77.0786928;-12.0333721
17877;-77.0826977;-12.0328559
17878;-77.0823067;-12.0317949
17879;-77.0823371;-12.0329047
17880;-77.0819184;-12.0318416
17881;-77.0770078;-12.030302
17882;-77.0781238;-12.0295101
17883;-77.0818445;-12.0304452
17884;-77.0824805;-12.0304882
17885;-77.0819036;-12.0305837
17886;-77.0821072;-12.0318189
17887;-77.0819054;-12.0312656
17888;-77.0817569;-12.0308587
17889;-77.0795915;-12.0338239
17890;-77.0799026;-12.035314
17891;-77.0864257;-12.035188
17892;-77.0858571;-12.0351356
17893;-77.0842202;-12.0349555
17894;-77.0823605;-12.034869
17895;-77.0798281;-12.0349571
17896;-77.0782428;-12.0349517
17897;-77.0859537;-12.0341387
17898;-77.0853958;-12.0340548
17899;-77.0838052;-12.0338735
17900;-77.081927;-12.0337386
17901;-77.0862648;-12.0346424
17902;-77.0856324;-12.0345776
17903;-77.0840116;-12.0344116
17904;-77.0821484;-12.0343159
17905;-77.0797093;-12.0343885
17906;-77.0783755;-12.0346243
17907;-77.0810935;-12.0355343
17908;-77.0808281;-12.0348302
17909;-77.0806262;-12.0342944
17910;-77.0804138;-12.0337309
17911;-77.0802036;-12.0331732
17912;-77.0799995;-12.0326315
17913;-77.0797915;-12.0320796
17914;-77.0796631;-12.0317389
17915;-77.0812652;-12.0355553
17916;-77.0809829;-12.0348246
17917;-77.0807731;-12.0342811
17918;-77.0805588;-12.0337263
17919;-77.0803405;-12.033161
17920;-77.0801329;-12.0326233
17921;-77.0799265;-12.0320891
17922;-77.0797858;-12.0317246
17923;-77.0873019;-12.0354159
17924;-77.0844494;-12.0355495
17925;-77.0825874;-12.0354572
17926;-77.0812187;-12.035432
17927;-77.0874176;-12.0368523
17928;-77.0867457;-12.0355829
17929;-77.0869685;-12.036119
17930;-77.0850247;-12.0314739
17931;-77.0859767;-12.0336383
17932;-77.0851914;-12.0335406
17933;-77.0843986;-12.0315465
17934;-77.0858242;-12.0317405
17935;-77.0852393;-12.0318391
17936;-77.087031;-12.0326806
17937;-77.0862435;-12.0327874
17938;-77.0856603;-12.0328664
17939;-77.0867413;-12.0340237
17940;-77.0871363;-12.0350045
17941;-77.0853178;-12.0320308
17942;-77.0846152;-12.0320914
17943;-77.0855165;-12.0325155
17944;-77.0848131;-12.0325891
17945;-77.0866501;-12.0337972
17946;-77.0860792;-12.0338883
17947;-77.0883038;-12.0342834
17948;-77.0877175;-12.0343656
17949;-77.0869238;-12.0344768
17950;-77.0879382;-12.0349049
17951;-77.0873501;-12.0355358
17952;-77.0881455;-12.0354114
17953;-77.0887327;-12.0353307
17954;-77.0875651;-12.0360708
17955;-77.0889579;-12.0358806
17956;-77.0877065;-12.0311872
17957;-77.0874572;-12.0306177
17958;-77.0872961;-12.0302494
17959;-77.0874068;-12.0320929
17960;-77.0868359;-12.0321882
17961;-77.0868013;-12.0320979
17962;-77.0860142;-12.0322095
17963;-77.0872652;-12.0332438
17964;-77.0864778;-12.0333691
17965;-77.0874884;-12.0337924
17966;-77.0866946;-12.0339076
17967;-77.0956423;-12.0325083
17968;-77.0943605;-12.0326646
17969;-77.0935444;-12.0327529
17970;-77.0925564;-12.0328597
17971;-77.0908111;-12.0330359
17972;-77.0873499;-12.0334519
17973;-77.0953919;-12.0320163
17974;-77.0941557;-12.0321417
17975;-77.0933277;-12.0322296
17976;-77.0923217;-12.0323364
17977;-77.0905843;-12.0325243
17978;-77.087715;-12.0328454
17979;-77.0950893;-12.0314614
17980;-77.0939333;-12.0316004
17981;-77.0930831;-12.0316929
17982;-77.0920975;-12.0318002
17983;-77.0903671;-12.0319786
17984;-77.0874994;-12.032319
17985;-77.0948729;-12.030965
17986;-77.0937282;-12.0310858
17987;-77.0928711;-12.0311799
17988;-77.0918714;-12.0312897
17989;-77.0901618;-12.0314407
17990;-77.0872757;-12.0317727
17991;-77.0872456;-12.0312431
17992;-77.0899276;-12.0309175
17993;-77.0879387;-12.0333916
17994;-77.0894465;-12.0366612
17995;-77.0932108;-12.0350206
17996;-77.0917201;-12.0351771
17997;-77.0888216;-12.0355478
17998;-77.0962256;-12.0336709
17999;-77.095024;-12.0342336
18000;-77.0932026;-12.0344534
18001;-77.0914892;-12.0346464
18002;-77.0885883;-12.034978
18003;-77.0960119;-12.0329792
18004;-77.0945828;-12.0331736
18005;-77.0937591;-12.0332676
18006;-77.0927624;-12.0333814
18007;-77.0910502;-12.0335772
18008;-77.0881527;-12.0339144
18009;-77.0901981;-12.0294701
18010;-77.0899897;-12.0289546
18011;-77.0905628;-12.0302756
18012;-77.0904203;-12.0299336
18013;-77.0902804;-12.0305065
18014;-77.0910318;-12.0304256
18015;-77.0883868;-12.034486
18016;-77.0912652;-12.0341222
18017;-77.0929897;-12.0339374
18018;-77.0939781;-12.0338196
18019;-77.094808;-12.0337207
18020;-77.0961746;-12.0335648
18021;-77.0946003;-12.030429
18022;-77.0935155;-12.0305543
18023;-77.0926501;-12.0306469
18024;-77.0916436;-12.0307546
18025;-77.0905071;-12.0295012
18026;-77.090053;-12.0297365
18027;-77.0894289;-12.0297918
18028;-77.0911723;-12.0296228
18029;-77.0905777;-12.0296796
18030;-77.0950921;-12.035609
18031;-77.0972656;-12.0355865
18032;-77.0965432;-12.036414
18033;-77.0966118;-12.0359545
18034;-77.0958973;-12.0343269
18035;-77.0964366;-12.0340983
18036;-77.0950469;-12.0346957
18037;-77.0964573;-12.0354214
18038;-77.0950682;-12.035126
18039;-77.0958151;-12.0352849
18040;-77.0954512;-12.0345204
18041;-77.0989927;-12.0370049
18042;-77.0935191;-12.0362721
18043;-77.097282;-12.0372761
18044;-77.097202;-12.0381623
18045;-77.0936109;-12.0372645
18046;-77.0926639;-12.0373304
18047;-77.0951165;-12.0361016
18048;-77.0976366;-12.0358296
18049;-77.0988943;-12.0379139
18050;-77.0972336;-12.0377387
18051;-77.0968375;-12.037682
18052;-77.0969958;-12.036412
18053;-77.0969637;-12.0367709
18054;-77.096689;-12.0385617
18055;-77.0988716;-12.0383128
18056;-77.0967665;-12.0381228
18057;-77.0936334;-12.0375149
18058;-77.096498;-12.0371873
18059;-77.0963212;-12.0380183
18060;-77.0964103;-12.0376349
18061;-77.0935929;-12.0370758
18062;-77.0989459;-12.0374654
18063;-77.0969049;-12.0372532
18064;-77.0935398;-12.036569
18065;-77.0988959;-12.0354192
18066;-77.0997339;-12.0329342
18067;-77.0989092;-12.0338417
18068;-77.0992726;-12.0340133
18069;-77.0983611;-12.0334668
18070;-77.0973307;-12.0344645
18071;-77.0948997;-12.0307592
18072;-77.0990257;-12.0308337
18073;-77.0988649;-12.0339503
18074;-77.0977815;-12.0329104
18075;-77.0990795;-12.0330689
18076;-77.098383;-12.032355
18077;-77.0995408;-12.0333312
18078;-77.0988006;-12.0333418
18079;-77.0980956;-12.0326204
18080;-77.0991969;-12.0331357
18081;-77.0984776;-12.0353626
18082;-77.0966655;-12.0341287
18083;-77.0993041;-12.0356038
18084;-77.0966099;-12.034002
18085;-77.0987124;-12.0320508
18086;-77.0968023;-12.0344067
18087;-77.096947;-12.0342708
18088;-77.0980795;-12.0331965
18089;-77.0983375;-12.0306459
18090;-77.0954746;-12.0302357
18091;-77.0974468;-12.0323777
18092;-77.0966871;-12.0306618
18093;-77.0966542;-12.0301975
18094;-77.0954857;-12.0306733
18095;-77.094014;-12.0299125
18096;-77.0932649;-12.0281349
18097;-77.0932537;-12.0280951
18098;-77.0907624;-12.0230147
18099;-77.095657;-12.0339188
18100;-77.0955387;-12.0336336
18101;-77.0953169;-12.0330925
18102;-77.0951112;-12.0325903
18103;-77.0948984;-12.0320711
18104;-77.0946737;-12.0315229
18105;-77.0944633;-12.0310096
18106;-77.0942446;-12.0304758
18107;-77.094089;-12.0300963
18108;-77.0802479;-12.0187612
18109;-77.0814129;-12.021249
18110;-77.0800773;-12.019487
18111;-77.080981;-12.0214096
18112;-77.0800428;-12.0207581
18113;-77.0795012;-12.01971
18114;-77.0804103;-12.0201151
18115;-77.0798237;-12.020334
18116;-77.0818025;-12.021104
18117;-77.0814456;-12.0202603
18118;-77.0779768;-12.0215495
18119;-77.0773965;-12.020288
18120;-77.0790207;-12.0220491
18121;-77.0780045;-12.0197128
18122;-77.080583;-12.0215577
18123;-77.0802143;-12.0206972
18124;-77.0782024;-12.020187
18125;-77.0805282;-12.0193125
18126;-77.0788587;-12.0204393
18127;-77.0783933;-12.0206242
18128;-77.0770424;-12.0202145
18129;-77.0769061;-12.020359
18130;-77.0775046;-12.0197678
18131;-77.0786164;-12.0222346
18132;-77.0778281;-12.0216124
18133;-77.0781975;-12.0224322
18134;-77.0780228;-12.0220445
18135;-77.0769519;-12.0225004
18136;-77.0766394;-12.0216308
18137;-77.0756946;-12.0205254
18138;-77.0776898;-12.0179916
18139;-77.0768372;-12.0194903
18140;-77.0761519;-12.0207917
18141;-77.0768064;-12.0201411
18142;-77.077536;-12.0217361
18143;-77.0771302;-12.0208491
18144;-77.0764396;-12.0211624
18145;-77.0765625;-12.0200162
18146;-77.0777398;-12.0203043
18147;-77.0839466;-12.0208372
18148;-77.0830077;-12.0211694
18149;-77.0826644;-12.0215052
18150;-77.0832274;-12.0226804
18151;-77.0824712;-12.0215892
18152;-77.0830506;-12.0227645
18153;-77.0854941;-12.0186237
18154;-77.0810665;-12.0203949
18155;-77.0806391;-12.0205465
18156;-77.0786783;-12.0212771
18157;-77.0782548;-12.0214318
18158;-77.0828456;-12.0218835
18159;-77.0853955;-12.0206129
18160;-77.0845296;-12.0220479
18161;-77.0841183;-12.0212228
18162;-77.0837424;-12.0203787
18163;-77.081797;-12.0182786
18164;-77.0824315;-12.0198819
18165;-77.0828084;-12.0207299
18166;-77.0806793;-12.0219574
18167;-77.0801693;-12.0221481
18168;-77.0820099;-12.0223342
18169;-77.0823895;-12.0230874
18170;-77.0790617;-12.0236067
18171;-77.080113;-12.0231421
18172;-77.0788637;-12.0231796
18173;-77.0799121;-12.0227154
18174;-77.0786698;-12.0227612
18175;-77.0797234;-12.0223146
18176;-77.078879;-12.0193916
18177;-77.0790859;-12.0198707
18178;-77.0795637;-12.0209281
18179;-77.0799929;-12.0217886
18180;-77.0807664;-12.0233649
18181;-77.0809585;-12.0237825
18182;-77.0830368;-12.0222825
18183;-77.0843306;-12.0216587
18184;-77.0855816;-12.0210552
18185;-77.078798;-12.0242023
18186;-77.0779995;-12.0225271
18187;-77.0783218;-12.0243768
18188;-77.0775728;-12.0227317
18189;-77.084753;-12.0189438
18190;-77.0850998;-12.0198682
18191;-77.0857184;-12.0214649
18192;-77.0805158;-12.0239975
18193;-77.0803136;-12.0235681
18194;-77.0795201;-12.0218828
18195;-77.079156;-12.0210855
18196;-77.0786732;-12.0200361
18197;-77.0814312;-12.0235529
18198;-77.081242;-12.0231515
18199;-77.0805084;-12.0215947
18200;-77.083705;-12.0178325
18201;-77.0823194;-12.0183559
18202;-77.0840155;-12.0186983
18203;-77.083605;-12.0188484
18204;-77.083261;-12.0180002
18205;-77.0834262;-12.0184074
18206;-77.0824899;-12.0187656
18207;-77.0844343;-12.0185452
18208;-77.0837905;-12.0180708
18209;-77.0847822;-12.0190166
18210;-77.0858805;-12.0188486
18211;-77.0852486;-12.0180088
18212;-77.0864522;-12.0179132
18213;-77.0850993;-12.0176202
18214;-77.0871575;-12.0175829
18215;-77.0850561;-12.0188066
18216;-77.084451;-12.0173363
18217;-77.0848833;-12.018381
18218;-77.0832197;-12.0205752
18219;-77.0828789;-12.0197003
18220;-77.0821912;-12.0180242
18221;-77.0820102;-12.0175766
18222;-77.0849433;-12.0194191
18223;-77.0862636;-12.0193438
18224;-77.0849178;-12.0171733
18225;-77.0854104;-12.0184265
18226;-77.0864041;-12.0183526
18227;-77.0859581;-12.0182942
18228;-77.0858186;-12.0192911
18229;-77.0849975;-12.0207934
18230;-77.0846964;-12.0200199
18231;-77.0843227;-12.0191079
18232;-77.0845848;-12.0209806
18233;-77.0842687;-12.0201808
18234;-77.0838948;-12.0192612
18235;-77.0852607;-12.020288
18236;-77.0861509;-12.0202542
18237;-77.0856712;-12.0202091
18238;-77.0849174;-12.0158911
18239;-77.0846492;-12.0151985
18240;-77.0863594;-12.0151834
18241;-77.0847982;-12.0155833
